@RELATION entail

@ATTRIBUTE id               NUMERIC
@ATTRIBUTE MongeElkan       NUMERIC
@ATTRIBUTE MongeElkanLemma  NUMERIC
@ATTRIBUTE simNER           NUMERIC
@ATTRIBUTE rasioPanjangKal  NUMERIC
@ATTRIBUTE simRoot          NUMERIC 
@ATTRIBUTE simSubj          NUMERIC
@ATTRIBUTE simObj           NUMERIC
@ATTRIBUTE simArgSubj       NUMERIC
@ATTRIBUTE simArgObj        NUMERIC
@ATTRIBUTE entail  {0,1}


@DATA
191,1,1,0.4,1,0.25,0.25,0,0.2857142857142857,0,0
1698,0.944444,0.8875,0.666667,0.423077,0.4,1,1,0,0.8571428571428571,1
200,1,1,0.571429,1,0.25,0.18181818181818182,0,0.25,0,0
1713,1,0.875,1,0.396396,0.2857142857142857,1,0.21052631578947367,0.2857142857142857,0.6666666666666666,1
202,0.925,0.946667,0.5,1,0.4444444444444444,1,0,0.2857142857142857,0,1
1716,0.925,0.866667,0.8,0.511111,0.42105263157894735,1,0,0.2857142857142857,0,1
1717,0.925,0.866667,0.666667,0.942222,0.42105263157894735,1,0,0.2857142857142857,0,1
1724,0.92381,0.889583,0.8,1,0.75,0,0,0,0,0
210,0.939394,0.933333,0.4,1,0.25,0.23529411764705882,1,0.5,0.5,0
216,1,1,0.857143,1,0.3333333333333333,0.7058823529411765,0,0.3333333333333333,0.3333333333333333,0
219,0.930612,0.939286,0.5,1,0.18181818181818182,0,1,0.18181818181818182,0.18181818181818182,0
220,0.952381,0.951111,0.571429,1,0.18181818181818182,0,0,0,0,0
236,0.944444,0.895238,0.4,0.578947,0.8571428571428571,1,0,0.8571428571428571,0,1
1807,0.941667,0.953333,0.4,0.8,0,0,0,0,0,1
4873,1,0.9375,0.4,0.492754,0,0,0,0,0,1
4874,1,0.9375,0.4,0.746377,0,0,0,0,0,1
254,0.944444,0.941667,1,0.891304,0.3333333333333333,1,1,0.3333333333333333,0.3333333333333333,0
255,1,1,0.857143,1,0,0,0,0,0,1
1851,1,0.888889,0.666667,0.241026,0,0,0,0,0,1
256,1,1,0.5,1,0,0,0.16666666666666666,0,0.3333333333333333,1
1855,0.92,0.733333,0.8,0.320346,0.3333333333333333,0,0,0,0,1
262,1,1,0.6,1,0.3333333333333333,1,0,0.4,0,1
4901,1,0.96,0.6,0.508197,0.4,1,0,0.4,0,1
4902,1,0.96,0.6,0.565574,0.4,0,0,0.4,0,1
1873,1,0.96,0.6,0.751111,0.4,1,0,0.4,0,1
1876,0.93,0.888889,0.4,0.893333,0.2,0,0,0,0,1
265,1,1,0.666667,1,0.21052631578947367,0,0,0,0,1
266,1,0.952381,0.666667,1,0.4444444444444444,1,0,0.4444444444444444,0,0
1897,0.966667,0.914286,0.4,0.686869,0.2222222222222222,1,0,0.4,0,0
277,1,1,1,0.973214,0.19047619047619047,0.5263157894736842,0,0.19047619047619047,0,1
1925,0.976191,0.95,1,0.222222,0.19047619047619047,0.5263157894736842,0,0.19047619047619047,0,1
280,1,1,0.5,0.813187,1,1,0.2,1,0.25,1
1932,0.971429,0.833333,0.666667,0.277778,1,1,1,1,1,1
4954,1,1,0.5,0.746032,0.35294117647058826,1,0,0.35294117647058826,0,1
1952,1,0.933333,0.666667,0.554795,0,1,0,0.5,0,1
1953,1,0.933333,0.4,0.486301,0,1,0.14814814814814814,0.5,0.3333333333333333,1
295,1,1,0.666667,1,1,0.5882352941176471,0,1,0,1
5031,1,1,0.333333,0.22449,1,1,0,1,0,1
5030,0.95,0.96,0.363636,0.394558,0.16666666666666666,0,0,0,0,1
321,0.928571,0.9375,1,1,0.3333333333333333,0,1,0,1,1
5037,0.927778,0.861905,0.4,0.379487,0.2857142857142857,0.4,0,0.2857142857142857,0,1
324,1,1,0.666667,1,0.5555555555555556,0.4827586206896552,0.3,0.23529411764705882,0.5555555555555556,1
345,0.947222,0.954762,0.666667,1,0.3333333333333333,0,0,0,0,1
2106,0.925,0.792857,0.666667,0.29064,0.25,0,0,0,0,1
369,0.683333,0.785714,0.8,0.405714,0.2857142857142857,0,0,0,0,0
382,1,1,1,1,1,0,0,0.5,0,1
2280,1,0.942857,0.5,0.242718,0.46153846153846156,0,0.9333333333333333,0,0.2,1
2279,1,0.942857,0.5,0.40625,0.46153846153846156,0,0.9333333333333333,0,0.2,1
2278,1,0.857143,0.666667,0.25,0.46153846153846156,0,0.9333333333333333,0,0.2,1
424,1,0.89,1,0.333333,0,0.2,0,0,0,1
435,0.929205,0.954762,0.5,1,0,0.35294117647058826,0,0,0,0
443,0.970455,1,0.5,1,0.5,0.42857142857142855,0,0.3333333333333333,0,0
446,0.953333,0.957576,0.4,1,0.2857142857142857,0,0,0,0,1
465,1,1,1,0.5375,1,1,0,1,0,1
2393,1,0.875,1,0.840816,1,1,0,1,0,1
475,1,1,0.666667,1,0.25,0,0,0,0,1
495,1,1,0.4,0.972477,0,0,0,0,0,1
5343,1,1,0.4,0.248062,0,0,0,0,0,1
505,1,1,1,1,0.2222222222222222,0,0,0.26666666666666666,0,1
523,1,1,0.666667,0.352159,0.6153846153846154,0,0,0.6153846153846154,0,0
2547,1,0.942857,0.333333,0.247706,0.4,0,0.4,0.4,0.2,0
2544,1,0.857143,0.666667,0.256198,0.4,0,0,0.4,0,0
532,0.983333,0.983333,0.5,1,0,0.23529411764705882,0,0,0,0
533,1,0.98,0.5,1,0.2857142857142857,0,0.32,0,1,1
2571,0.940741,0.866667,1,0.26,0.2857142857142857,0,0.25,0,0.4,1
540,1,1,1,0.662651,0.2,0.5882352941176471,1,0.2,1,0
558,0.927778,0.983333,0.666667,1,0,0.21052631578947367,0,0,0,1
577,1,0.92,0.666667,1,0.5882352941176471,0,0,0,0,1
608,0.966667,0.970833,0.5,0.50365,0,1,0,0,0,1
641,1,1,0.4,1,0.8421052631578947,0,0,0.19047619047619047,0,1
652,0.95,0.969231,0.857143,0.362637,0.5,0,0,0.5,1,1
671,0.962963,0.946667,0.444444,1,0,0,0,0,0,1
2986,0.903704,0.813333,0.8,0.374233,1,0.8421052631578947,0,1,0,1
672,1,1,1,1,0.3333333333333333,0.7272727272727273,0,0.26666666666666666,0,1
683,1,0.981818,0.857143,0.985836,0.42857142857142855,0,0,0,0,1
5760,0.888889,0.8,0.8,0.751131,0.2,0,0,0.2,0,1
697,0.971429,0.95,0.5,0.950311,0.2,0,0,0.2,0,1
3071,0.971429,0.9,0.666667,0.234483,0.2,0,0,0.2,0,1
3080,1,0.969231,0.444444,0.544828,0.2222222222222222,0,0,0,0,1
704,0.958333,0.977778,0.4,1,0,0.35294117647058826,0,0,0,1
5806,0.933333,0.911111,0.4,0.255639,0,0,0,0,0,1
3093,0.933333,0.866667,0.285714,0.281139,0,0.35294117647058826,0,0,0,1
711,0.98,1,0.5,1,0.2222222222222222,0.19047619047619047,0,0,0,1
719,1,1,0.666667,1,0.2,1,0,0.19047619047619047,0,1
718,0.966667,0.971429,0.666667,0.434426,0.19047619047619047,1,0,0.19047619047619047,0,1
720,0.933333,0.942857,0.5,1,0.8571428571428571,1,0,0.8571428571428571,0,0
3166,0.933333,0.840909,0.285714,0.224852,0.2857142857142857,0,0,0,0,1
3171,0.955556,0.945455,0.5,0.272189,1,0,0,0,0,1
724,0.977778,0.981818,0.4,1,1,0,0,0,0,1
3196,0.992857,0.949206,0.363636,0.677419,0.8333333333333334,1,0,0.8333333333333334,0,1
3197,0.958333,0.896296,0.4,0.384615,0.8333333333333334,0,0,0,0,1
3224,0.95,0.903704,0.666667,0.416667,0.9523809523809523,1,0,0.9523809523809523,0,1
752,0.94,0.948148,0.666667,0.930233,0.9523809523809523,1,0,0.9523809523809523,0,1
3223,0.933333,0.866667,0.666667,0.369048,0.9523809523809523,1,0,0.9523809523809523,0,1
753,1,1,1,0.533613,0.8,0,0,0,0,0
757,0.942857,0.975,0.666667,0.940171,0.2222222222222222,0.25,0,0,0,1
3266,0.933333,0.871429,0.333333,0.254072,1,1,0,1,0,0
773,1,1,1,1,1,0,0,0.3076923076923077,0,1
3282,0.983333,0.955556,0.5,0.751269,1,1,1,1,1,1
781,0.873333,0.942857,0.8,1,0.5714285714285714,0,0,0,0,1
785,1,1,1,1,0.43478260869565216,0.16666666666666666,0,0.6666666666666666,0,1
3312,1,0.942857,1,0.365854,0.43478260869565216,0.16666666666666666,0,0.6666666666666666,0,1
5947,1,0.914286,1,0.232227,0.16666666666666666,0.16666666666666666,0,0.6666666666666666,0,1
787,0.963636,0.966667,0.666667,1,0.3333333333333333,0,0,0,0,1
3320,0.963636,0.916667,0.8,0.659574,0,0,0,0,0,1
793,1,1,0.666667,0.883212,0,0.14285714285714285,0,1,0,1
797,1,1,0.571429,0.920635,0,0.14285714285714285,0,1,0,1
3345,1,0.95,0.666667,0.319328,0,0.14285714285714285,0,1,0,1
5985,1,0.95,0.8,0.331269,0,0.14285714285714285,0,1,0,1
3344,1,0.95,0.8,1,0,0.14285714285714285,0,1,0,1
814,1,1,0.4,1,0.35294117647058826,0.35294117647058826,0,0.35294117647058826,0,1
3387,1,0.888889,0.5,0.831776,0.35294117647058826,1,0,0.35294117647058826,0,1
3386,1,0.888889,0.666667,0.568905,0.35294117647058826,0.35294117647058826,0,0.35294117647058826,0,1
817,0.966667,0.985185,0.5,0.927835,1,0.35294117647058826,0,0.3333333333333333,0,0
822,1,1,0.4,1,0.5714285714285714,1,0,0,0,1
3402,1,0.875,1,0.290323,1,1,0,1,0,1
825,1,1,1,1,0.21052631578947367,0,0,0.21052631578947367,0,0
828,0.966667,0.971429,0.4,1,0.23529411764705882,0.21052631578947367,0,0.23529411764705882,0,1
3474,0,0,0.8,0.428571,0.2222222222222222,0,0,0,0,1
3533,0,0,0.8,0.633663,0.16666666666666666,1,0,0.3333333333333333,0,1
6120,0,0,0.8,0.493056,0,1,0,0,0,1
3550,0,0,0.8,0.434211,1,1,0,1,0,1
874,0,0,0.8,1,0.6666666666666666,1,0,1,0,1
3580,0,0,0.8,0.502732,0.17391304347826086,0,0,0,0,1
3607,0,0,0.8,0.881356,0.3333333333333333,1,0,0.3333333333333333,0,1
6196,0,0,0.8,0.955923,0,0,0,0,0,1
961,0,0,0.857143,0.692708,0.2857142857142857,0,0,0,0,1
3843,0,0,0.8,0.549091,0,0,0,0,0,1
3970,0,0,0.8,0.302251,0,0.3333333333333333,0,0.5,0.5,1
4052,0,0,0.8,0.483516,0.2857142857142857,0.18181818181818182,0,0.2857142857142857,0,0
4053,0,0,0.8,0.901099,0.2857142857142857,0.18181818181818182,0,0.2857142857142857,0,0
4111,0,0,0.75,0.72,0.35294117647058826,1,0,1,0,1
4112,0,0,0.8,0.44,0.3333333333333333,0.15384615384615385,1,0.3333333333333333,1,1
4117,0,0,0.8,0.469136,0.3333333333333333,0.47058823529411764,0,0.3333333333333333,0,1
1070,0,0,0.8,1,0.3333333333333333,0.15384615384615385,0.18181818181818182,0.4,0.5,1
4125,0,0,0.8,0.703196,0.4,1,0,0.4,0,0
4154,0,0,0.8,0.628571,0.5714285714285714,0,0,0,0,1
1119,0,0,0.75,0.78,1,1,1,1,1,0
1122,0,0,0.8,1,0.5,0.17391304347826086,0,0.34782608695652173,0,1
4289,0,0,0.8,0.369565,0.16,1,0.2222222222222222,0.4,0.16,1
