@RELATION entail

@ATTRIBUTE id               NUMERIC
@ATTRIBUTE MongeElkan       NUMERIC
@ATTRIBUTE MongeElkanLemma  NUMERIC
@ATTRIBUTE simNER           NUMERIC
@ATTRIBUTE rasioPanjangKal  NUMERIC
@ATTRIBUTE simRoot          NUMERIC 
@ATTRIBUTE simSubj          NUMERIC
@ATTRIBUTE simObj           NUMERIC
@ATTRIBUTE simArgSubj       NUMERIC
@ATTRIBUTE simArgObj        NUMERIC
@ATTRIBUTE entail  {0,1}


@DATA
1311,0.942857,0.875,0.8,0.610837,0.25,0,0,0,0,0
54,0.95625,0.955556,1,1,0.4,0,0,0.375,0,1
1315,0.858333,0.781482,1,0.279188,0.3333333333333333,1,0,0.26666666666666666,0,1
4473,0.9,0.857143,1,0.178862,0.23529411764705882,0,0,0,0,1
4472,0.873333,0.764286,1,0.435028,0,0,0,0,0,1
62,0.92,0.945455,1,0.642336,0,0.25,0,0,0,1
1334,0.823333,0.854546,1,0.169725,0,0.25,0,0,0,1
1333,0.813333,0.8,1,0.238806,0,0.25,0,0,0,1
4487,0.76,0.684849,1,0.520833,0,0,0,0,0,1
65,0.95625,1,0.666667,1,0.3333333333333333,1,0,0.3333333333333333,0.2857142857142857,1
1339,0.95625,0.8,1,0.321168,0.3333333333333333,1,0,0.3333333333333333,0,1
1366,0.557143,0.468,1,0.566038,0,1,0,0,0,1
78,1,1,0.5,1,0.4,0,0,0.4,0,1
79,1,1,0.8,1,0.3333333333333333,1,0.3,0.3333333333333333,0.3333333333333333,1
80,1,0.988571,0.8,1,0.4,0,0.35294117647058826,0.4,0.5,0
84,1,1,1,1,0.18181818181818182,0.18181818181818182,1,1,1,0
6748,0.567725,0.554167,1,0.0994152,0.2857142857142857,0,0.35294117647058826,0,0.2857142857142857,0
87,0.950617,0.98,0.5,1,0.3333333333333333,0,0,0,0,1
1395,0.887654,0.86,0.666667,0.795556,0.3333333333333333,0,0,0,0,1
1394,0.822222,0.76,1,0.751111,0.3333333333333333,0,0,0,0,1
1393,0.744444,0.68,1,0.595556,0,0,0,0,0,1
88,0.9,0.971429,0.8,1,0.3333333333333333,0,0.5,0,0.3333333333333333,0
1396,0.9,0.885714,0.8,0.893333,0.3333333333333333,0,0,0,0,0
4533,0.833333,0.8,1,0.170455,0,0,0,0,0,0
92,0.883333,1,0.666667,1,0.5,1,0,0.5,0,1
95,0.977778,1,0.4,1,1,0.25,0.4444444444444444,1,1,1
100,0.892727,0.916667,0.5,1,0.47058823529411764,0.4,0.25,0.4,0.4,0
4559,0.892727,0.75,1,0.522613,0.4,0.4,0,0.4,0,0
1440,0.76,0.633333,1,0.509174,0.4,0.4,0,0.4,0,0
102,1,1,0.4,1,0.25,0.6666666666666666,1,0.25,1,0
103,0.903704,0.913333,0.8,1,0.4,0,0.3333333333333333,0.7,0.4,1
112,1,1,0.4,1,0.4,0,0,1,0,0
1491,0.788889,0.685714,1,0.524862,0.3333333333333333,1,0,0.3333333333333333,0,0
1495,0.528571,0.533333,1,0.427419,0.3333333333333333,1,0,0.3333333333333333,0,1
126,1,1,0.5,1,0.3333333333333333,0,0,0.3333333333333333,0,1
127,0.940741,0.95,0.666667,1,0.3333333333333333,0,0,0,0,0
128,0.946667,0.951515,0.857143,1,0.2,1,0,0.2,0,1
129,1,0.876667,0.666667,1,0.4,1,0.375,1,1,0
1505,0.711111,0.626667,1,0.427419,0.4,1,0.25,0.4,0.4,0
1506,0.711111,0.626667,1,0,0.4,1,0.25,0.4,0.4,0
1504,0.688889,0.476667,1,0.637097,0.4,1,0.25,0.4,0.4,0
132,0.986667,1,0.5,1,0.2222222222222222,1,0,0.2222222222222222,0.3333333333333333,0
136,0.952381,0.9375,0.75,1,0.21052631578947367,1,0.16666666666666666,0.21052631578947367,0,0
1530,0.952381,0.8875,0.8,0.631206,0,0,0.16666666666666666,0,0,0
1533,0.914286,0.8,1,0.256684,0,0,0,0,0,1
1532,0.77619,0.619167,1,0.240642,0,0,0,0,0,1
142,0.966667,1,0.5,1,0.3333333333333333,0,0,0,0,0
144,0.952857,0.94,0.666667,1,0.4,1,0.2222222222222222,0.4,0.4,0
148,0.992857,1,1,1,0.2222222222222222,0,0,0.2222222222222222,0,1
1565,0.978571,0.929412,1,0.215385,0.2222222222222222,0,0,0.2222222222222222,0,1
1564,0.95,0.905882,1,0.169231,0.2222222222222222,0,0,0.2222222222222222,0,1
149,0.95,1,0.8,1,1,0,0,1,0,1
152,0.94,0.955556,0.571429,1,0.47058823529411764,0,0,0.2857142857142857,0,1
154,1,1,0.4,1,0.2857142857142857,0,0,0.3333333333333333,0,0
155,0.981482,1,0.5,1,0,0,0,0,0,0
157,0.972222,1,0.5,1,0.5,0.3333333333333333,0.25,0.42857142857142855,0.42857142857142855,1
1589,0.630667,0.556667,1,0.140704,0.35294117647058826,0,0,0,0,0
162,0.960606,0.977778,0.8,0.893443,0,1,0,0.21052631578947367,0,1
1592,0.960606,0.944444,0.8,0.422111,0,1,0,0,0,1
167,0.880606,0.955556,0.5,1,0.25,0,0.2857142857142857,0.25,0.25,1
4682,0.759394,0.833333,1,0.615385,0.3157894736842105,0,0.2857142857142857,0,0.25,1
1607,0.631515,0.641667,1,0.270073,0.3,0,0,0,0,1
1619,0.96,0.966667,0.8,0.57377,0.4,0,0.4,0.35294117647058826,0.35294117647058826,0
171,0.96,0.966667,0.8,0.955357,0.4,0,0,0,0,0
1620,0.96,0.966667,0.8,0.418033,0.4,0,0,0,0,0
4686,0.93,0.941667,0.8,0.769231,0.3333333333333333,0,0,0.3333333333333333,0,0
1617,0.85,0.875,0.666667,0.762295,0.375,0,0,0,0,0
1618,0.85,0.875,0.666667,0.811475,0.6666666666666666,0,0,0.6666666666666666,0,0
173,1,1,0.571429,1,0.5714285714285714,1,0,1,0,0
174,1,1,0.4,1,0.2857142857142857,1,0,1,0,1
1632,1,0.942857,0.666667,0.646018,0,1,0,0,0,1
177,0.906667,0.922222,0.666667,1,0.4,0.3157894736842105,0,0.4,0.4,1
1646,0.740741,0.7,1,0.482269,0,0,0.18181818181818182,0,0.4,0
180,0.888333,0.977273,0.571429,1,0.2222222222222222,0,0.18181818181818182,0,0.2857142857142857,1
1663,0.705555,0.661905,1,0.536458,0.3333333333333333,0,0,0,0,0
1671,0.9,0.828571,0.8,0.610837,0.25,0,0,0,0,1
191,1,1,0.4,1,0.25,0.25,0,0.2857142857142857,0,0
192,0.818519,0.751818,1,0.396396,0.3333333333333333,0,0,0.3333333333333333,0.3333333333333333,1
4748,0.713333,0.571515,1,0.207317,0,0,0,0,0,1
4758,0.685714,0.61875,1,0.221198,0.18181818181818182,0,0,0,0,0
1696,0.772222,0.6625,1,0.79085,0.4,1,0,0.4,0,1
1706,0.92,0.733333,1,0,0.25,0,0,0,0,1
200,1,1,0.571429,1,0.25,0.18181818181818182,0,0.25,0,0
1713,1,0.875,1,0.396396,0.2857142857142857,1,0.21052631578947367,0.2857142857142857,0.6666666666666666,1
4766,0.657143,0.658333,1,0.192661,0,0,0,0,0,1
202,0.925,0.946667,0.5,1,0.4444444444444444,1,0,0.2857142857142857,0,1
1717,0.925,0.866667,0.666667,0.942222,0.42105263157894735,1,0,0.2857142857142857,0,1
1716,0.925,0.866667,0.8,0.511111,0.42105263157894735,1,0,0.2857142857142857,0,1
1715,0.9125,0.84,1,0.391111,0.42105263157894735,1,0,0.2857142857142857,0,1
1724,0.92381,0.889583,0.8,1,0.75,0,0,0,0,0
1723,0.92381,0.814583,1,0.396825,0.75,0,0,0,0,0
216,1,1,0.857143,1,0.3333333333333333,0.7058823529411765,0,0.3333333333333333,0.3333333333333333,0
1753,0.9375,0.913333,1,0,0.3333333333333333,1,0,0.3333333333333333,0.3333333333333333,0
217,0.9125,0.922222,0.666667,1,0.625,0.42857142857142855,0.7058823529411765,0.4,0.4,0
4804,0.85625,0.835185,1,0.780749,0.4,0.4,0.7058823529411765,0.4,0.4,0
219,0.930612,0.939286,0.5,1,0.18181818181818182,0,1,0.18181818181818182,0.18181818181818182,0
1762,0.911565,0.939286,0.666667,0.761468,0,0,0,0,0,0
220,0.952381,0.951111,0.571429,1,0.18181818181818182,0,0,0,0,0
221,0.891667,0.910256,0.666667,1,0.6666666666666666,0,0,0,0,1
1780,0.842857,0.791667,1,0.394872,0.6666666666666666,0,0,0,0,1
231,0.858333,0.916667,1,0.881356,0.4,1,0,0.6666666666666666,0,1
239,0.906061,0.941667,0.666667,0.9875,1,0,0,0,0,1
1804,0.906061,0.908333,0.666667,0.76875,1,0,0,0,0,1
1803,0.906061,0.891667,1,0.414414,1,0,0,0,0,1
1802,0.906061,0.841667,1,0.252252,1,0,0,0,0,1
4838,0.684848,0.680556,1,0.529412,0.4,0,0,0,0,1
254,0.944444,0.941667,1,0.891304,0.3333333333333333,1,1,0.3333333333333333,0.3333333333333333,0
255,1,1,0.857143,1,0,0,0,0,0,1
256,1,1,0.5,1,0,0,0.16666666666666666,0,0.3333333333333333,1
258,0.777917,0.78037,1,0.647727,0.631578947368421,0.16666666666666666,0,0.631578947368421,0,0
1858,0.68625,0.587778,1,0.950549,0.631578947368421,0.16666666666666666,0,0.631578947368421,0,0
262,1,1,0.6,1,0.3333333333333333,1,0,0.4,0,1
265,1,1,0.666667,1,0.21052631578947367,0,0,0,0,1
266,1,0.952381,0.666667,1,0.4444444444444444,1,0,0.4444444444444444,0,0
277,1,1,1,0.973214,0.19047619047619047,0.5263157894736842,0,0.19047619047619047,0,1
1925,0.976191,0.95,1,0.222222,0.19047619047619047,0.5263157894736842,0,0.19047619047619047,0,1
1931,0.971429,0.833333,1,0.505556,1,1,1,1,1,1
4927,0.72,0.669444,1,0,0.14285714285714285,0,0,0,0,1
4937,0.758333,0.755556,1,0,0.25,0,0.46153846153846156,0,0.23529411764705882,0
4936,0.704167,0.653704,1,0.723958,0.2857142857142857,0,0.46153846153846156,0,0.23529411764705882,0
1939,0.704167,0.653704,1,0.230769,0.23529411764705882,0,0.46153846153846156,0,0.23529411764705882,0
4934,0.641667,0.585185,1,0.161458,0,0,0,0,0,0
4933,0.633333,0.577778,1,0.340278,0.4,0,0,0,0,0
4950,0.806667,0.691667,1,0,0.5384615384615384,0,0,0,0,1
295,1,1,0.666667,1,1,0.5882352941176471,0,1,0,1
4967,1,0.857143,1,0.352941,0.23529411764705882,0,0,0,0,1
1996,0.657619,0.652083,1,0.93617,0.5,0,0,0,0,1
313,0.92,0.92,1,0.636364,0.2222222222222222,0,0,0,0,1
321,0.928571,0.9375,1,1,0.3333333333333333,0,1,0,1,1
5034,0.679048,0.6175,1,0.184615,0.2857142857142857,0,0,0,0,1
324,1,1,0.666667,1,0.5555555555555556,0.4827586206896552,0.3,0.23529411764705882,0.5555555555555556,1
5041,1,0.933333,1,0.184615,0.5384615384615384,0.4827586206896552,0,0.23529411764705882,0,1
5059,0.75,0.642857,1,0.24375,0.3333333333333333,0,0,0,0,0
5058,0.603333,0.517143,1,0,0,0,0,0,0,0
5065,0.710667,0.695,1,0,0.8,0,0,0,0,0
345,0.947222,0.954762,0.666667,1,0.3333333333333333,0,0,0,0,1
2105,0.925,0.792857,1,0,0.25,0,0,0,0,1
382,1,1,1,1,1,0,0,0.5,0,1
5129,0.96,0.927273,1,0.174672,0.35294117647058826,0,0,0.5,0,1
404,0.92,0.966667,0.666667,1,0.3333333333333333,1,0.4,0.3333333333333333,0.3333333333333333,0
2239,0.88,0.833333,1,0.142857,0.4,0,0,0,0,0
412,0.92,0.927273,1,1,0,0.23529411764705882,0,0,0,0
2261,0.8,0.69697,1,0.170068,0,0.21052631578947367,0,0,0,0
2260,0.5,0.44329,1,0.938776,0.5,0.21052631578947367,0,0.5,0,0
414,0.908333,0.933333,0.666667,1,0.2857142857142857,1,0,0.2,0,0
2272,0.883333,0.8,1,0.472727,0.2,1,0,0.2,0,0
2273,0.883333,0.8,0.666667,0.860606,0.2,1,0,0.2,0,0
5194,0.858333,0.777778,1,0,0.2,0,0,0,0,0
5193,0.697917,0.642593,1,0.265625,0.21052631578947367,0,0,0,0,0
2274,0.944444,0.785714,1,0,0,0,0.5333333333333333,0,0.25,1
5196,0.916667,0.785714,1,0.598958,0.46153846153846156,0,0,0,0,1
418,0.908333,0.962963,0.666667,1,1,0,1,0,1,1
424,1,0.89,1,0.333333,0,0.2,0,0,0,1
2303,0.8625,0.84,0.666667,0.851485,0.14285714285714285,0,0,0.4166666666666667,0,1
2304,0.85,0.72,1,0.316279,0.2,0,0,0,0,1
5212,0.825,0.6,1,0,0,0,0,0,0,1
435,0.929205,0.954762,0.5,1,0,0.35294117647058826,0,0,0,0
437,0.904,0.877273,1,1,0.2857142857142857,0.2857142857142857,0,0.2857142857142857,0,1
2335,0.827333,0.758182,1,0.145,0.2857142857142857,0,0,0,0,1
5237,0.756667,0.7,1,0.243781,0,0.2,0,0,0,1
443,0.970455,1,0.5,1,0.5,0.42857142857142855,0,0.3333333333333333,0,0
465,1,1,1,0.5375,1,1,0,1,0,1
2393,1,0.875,1,0.840816,1,1,0,1,0,1
5292,0.634147,0.713333,1,0.0827423,0.25,0,0,0,0,1
475,1,1,0.666667,1,0.25,0,0,0,0,1
2420,0.733333,0.6,1,0,0.5714285714285714,0,0,0,0,1
5294,0.67619,0.606667,1,0.0543735,0.18181818181818182,0,0,0,0,1
505,1,1,1,1,0.2222222222222222,0,0,0.26666666666666666,0,1
5362,0.922222,0.925,1,0.163636,0.36363636363636365,0,0,0.26666666666666666,0,1
2497,0.922222,0.925,1,0.396825,0.3333333333333333,0,0,0.26666666666666666,0,1
5360,0.922222,0.925,1,0.248485,0.2222222222222222,0,0,0,0,1
5389,0.833333,0.714286,1,0.228571,0.25,0,0,0,0,0
5395,0.833333,0.714286,1,0,0,0,0,0,0,0
2550,0.714286,0.7375,1,0.3,0.375,0,0.2857142857142857,0,0.375,1
532,0.983333,0.983333,0.5,1,0,0.23529411764705882,0,0,0,0
533,1,0.98,0.5,1,0.2857142857142857,0,0.32,0,1,1
2571,0.940741,0.866667,1,0.26,0.2857142857142857,0,0.25,0,0.4,1
5411,0.692593,0.622,1,0.14094,0.2857142857142857,0,0,0,0,1
2587,0.678571,0.595238,1,0.482517,0.5,0.2222222222222222,0,0.5,0,0
540,1,1,1,0.662651,0.2,0.5882352941176471,1,0.2,1,0
558,0.927778,0.983333,0.666667,1,0,0.21052631578947367,0,0,0,1
2639,0.82963,0.75625,1,0.528571,0,0.21052631578947367,0,0,0,1
2641,0.816667,0.76875,1,0,0,0.2222222222222222,0,0,0,1
5467,0.816667,0.7375,1,0.130233,0,0.21052631578947367,0,0,0,1
5468,0.627778,0.481667,1,0.251163,0,0,0,0,0,1
577,1,0.92,0.666667,1,0.5882352941176471,0,0,0,0,1
591,0.79697,0.841667,1,0.475806,0,0,0,0,0,0
2733,0.79697,0.758333,1,0.403614,0,0,0,0,0,0
5540,0.766667,0.702778,1,0.267081,0,0,0,0,0,0
5539,0.565151,0.523611,1,0.432653,0,0,0,0,0,0
593,0.801587,0.890909,0.666667,0.819672,0.25,0.21052631578947367,0.36363636363636365,0.25,0.8,1
641,1,1,0.4,1,0.8421052631578947,0,0,0.19047619047619047,0,1
652,0.95,0.969231,0.857143,0.362637,0.5,0,0,0.5,1,1
672,1,1,1,1,0.3333333333333333,0.7272727272727273,0,0.26666666666666666,0,1
5756,0.85,0.86,1,0,0.5,0.4444444444444444,0,0.5,0,0
5755,0.85,0.86,1,0.154867,0.5,0.4444444444444444,0,0.5,0,0
683,1,0.981818,0.857143,0.985836,0.42857142857142855,0,0,0,0,1
5767,1,0.981818,0.857143,0.175497,0.42857142857142855,0,0,0,0,1
5760,0.888889,0.8,0.8,0.751131,0.2,0,0,0.2,0,1
697,0.971429,0.95,0.5,0.950311,0.2,0,0,0.2,0,1
5788,0.971429,0.825,1,0.214022,0,0,0,0,0,1
3092,0.933333,0.855556,0.8,0.45977,0,0.35294117647058826,0,0,0,1
3099,0.795238,0.745833,1,0.444068,0,1,0,0,0,1
711,0.98,1,0.5,1,0.2222222222222222,0.19047619047619047,0,0,0,1
716,0.84,0.872727,1,1,0.21052631578947367,0.18181818181818182,0,0.21052631578947367,0,1
3157,0.8,0.745455,1,0.0888031,0.8888888888888888,0.18181818181818182,0,0.8888888888888888,0,1
719,1,1,0.666667,1,0.2,1,0,0.19047619047619047,0,1
720,0.933333,0.942857,0.5,1,0.8571428571428571,1,0,0.8571428571428571,0,0
724,0.977778,0.981818,0.4,1,1,0,0,0,0,1
3177,0.772222,0.695833,1,0,0.15384615384615385,0,0,0,0,1
5865,0.766667,0.691667,1,0.129707,0,0,0,0,0,1
727,0.75,0.779167,1,0.903614,0.15384615384615385,0,0,0,0,1
5874,0.760606,0.776389,0.666667,0.943182,0.6956521739130435,0,0,0,0,1
752,0.94,0.948148,0.666667,0.930233,0.9523809523809523,1,0,0.9523809523809523,0,1
753,1,1,1,0.533613,0.8,0,0,0,0,0
757,0.942857,0.975,0.666667,0.940171,0.2222222222222222,0.25,0,0,0,1
3249,1,0.857143,1,0.137931,1,1,0,1,0,1
773,1,1,1,1,1,0,0,0.3076923076923077,0,1
3274,1,0.833333,1,0,1,1,0,1,0,1
781,0.873333,0.942857,0.8,1,0.5714285714285714,0,0,0,0,1
785,1,1,1,1,0.43478260869565216,0.16666666666666666,0,0.6666666666666666,0,1
5948,1,0.942857,1,0.132701,0.35294117647058826,0.16666666666666666,0,0.6666666666666666,0,1
5949,1,0.942857,1,0.127962,0.35294117647058826,0.16666666666666666,0,0.6666666666666666,0,1
3312,1,0.942857,1,0.365854,0.43478260869565216,0.16666666666666666,0,0.6666666666666666,0,1
5947,1,0.914286,1,0.232227,0.16666666666666666,0.16666666666666666,0,0.6666666666666666,0,1
787,0.963636,0.966667,0.666667,1,0.3333333333333333,0,0,0,0,1
3320,0.963636,0.916667,0.8,0.659574,0,0,0,0,0,1
5960,0.836364,0.814444,1,0,0,0,0,0,0,1
790,0.916667,0.945833,1,1,0.15384615384615385,1,0,0.15384615384615385,0,1
793,1,1,0.666667,0.883212,0,0.14285714285714285,0,1,0,1
797,1,1,0.571429,0.920635,0,0.14285714285714285,0,1,0,1
3344,1,0.95,0.8,1,0,0.14285714285714285,0,1,0,1
5985,1,0.95,0.8,0.331269,0,0.14285714285714285,0,1,0,1
814,1,1,0.4,1,0.35294117647058826,0.35294117647058826,0,0.35294117647058826,0,1
6010,0.870833,0.788889,1,0.877301,0.35294117647058826,0,0,0,0,1
817,0.966667,0.985185,0.5,0.927835,1,0.35294117647058826,0,0.3333333333333333,0,0
822,1,1,0.4,1,0.5714285714285714,1,0,0,0,1
3402,1,0.875,1,0.290323,1,1,0,1,0,1
824,0.838095,0.891667,1,0.851485,0.46153846153846156,0,0,0,0,1
3407,0.733333,0.641667,1,0.676923,0.46153846153846156,0,0,0.46153846153846156,0,1
3406,0.595238,0.495833,1,0.86,0.46153846153846156,0,0,0,0,1
825,1,1,1,1,0.21052631578947367,0,0,0.21052631578947367,0,0
6025,0.96,0.8,1,0.0623441,0.21052631578947367,0,0,0,0,0
827,0.9,0.966667,0.666667,0.953488,0.23529411764705882,1,0,0.23529411764705882,0,1
829,0.919048,0.90625,0.666667,1,0.2857142857142857,0,1,0,0.5,1
849,0,0,0.666667,1,0.2222222222222222,0,0,0.38095238095238093,0,1
6074,0,0,1,0.208955,0,0,0,0,0,1
6080,0,0,1,0.106897,0.6666666666666666,0,0,0,0,0
6079,0,0,1,0.106897,0.6666666666666666,0,0,0,0,0
6090,0,0,1,0,1,0,0,0,0,1
6091,0,0,1,0.166667,0,0,0,0,0,1
6092,0,0,1,0.425287,0,0,0,0,0,1
867,0,0,0.666667,1,0.2857142857142857,1,0,0.3333333333333333,0,1
6122,0,0,1,0.6875,0,0.3333333333333333,1,0.631578947368421,0.631578947368421,1
872,0,0,0.666667,1,0.5,0.3333333333333333,0,0.5,0,1
3549,0,0,1,0.826733,1,1,0,1,0,1
874,0,0,0.8,1,0.6666666666666666,1,0,1,0,1
3554,0,0,1,0.245211,1,1,0,1,0,1
3579,0,0,1,0.387978,0.17391304347826086,0,0,0,0,1
3578,0,0,1,0.338798,0.17391304347826086,0,0,0,0,1
3591,0,0,1,0.182573,1,0,0,0,0,1
3607,0,0,0.8,0.881356,0.3333333333333333,1,0,0.3333333333333333,0,1
6195,0,0,1,0.077135,0,0,0,0,0,1
6196,0,0,0.8,0.955923,0,0,0,0,0,1
3640,0,0,1,0.219101,0.5263157894736842,0,0,0.5263157894736842,0,1
899,0,0,0.666667,1,0.35294117647058826,1,0,0.35294117647058826,0,0
903,0,0,0.666667,1,0.3333333333333333,0.23529411764705882,0,0.2,0,1
3667,0,0,1,0.368159,0.2,0.23529411764705882,0,0.2,0,1
6219,0,0,1,0.869444,0.4,0,0,0,0,1
6220,0,0,1,0.0805556,1,0,0,0,0,1
3679,0,0,1,0.206612,0.23529411764705882,0,0,0,0,0
3680,0,0,1,0.661157,0,0,0,0,0,0
6233,0,0,1,0,0.2222222222222222,0,0,0.2222222222222222,0,0
6261,0,0,1,0.625,0,0,0,0,0,1
926,0,0,1,0.461988,0.2857142857142857,0,0,0,0,1
3736,0,0,1,0.719212,0.2857142857142857,0,0,0,0,1
3788,0,0,1,0.516605,0,0,0.375,0,1,1
3780,0,0,1,0.145455,0,0,0.3157894736842105,0,0.2857142857142857,1
6319,0,0,1,0.0608108,0,0,0,0,0,1
3786,0,0,1,0.332103,1,0,0,0,0,1
6322,0,0,1,0.0912162,0,0,0,0,0,1
3787,0,0,1,0.361624,0,0,0,0,0,1
942,0,0,1,1,0,0,0.375,0,1,1
3809,0,0,1,0.35468,0,0,0,0,0,0
955,0,0,0.666667,1,0.4,0,0.18181818181818182,1,0.3333333333333333,1
957,0,0,1,0.535519,0.25,0.15384615384615385,1,1,1,1
6354,0,0,1,0.558233,0,0.15384615384615385,1,1,1,1
961,0,0,0.857143,0.692708,0.2857142857142857,0,0,0,0,1
6373,0,0,1,0.170732,0.4,0,0.35294117647058826,0,0.25,1
967,0,0,1,1,0.5,0.7272727272727273,0.3333333333333333,0.4,0.25,1
3859,0,0,1,0.225806,0.5,0.2222222222222222,1,0.5,1,1
6372,0,0,1,0.566667,0.3333333333333333,0,0,0,0,1
973,0,0,1,1,0.4,0,0,0,0,1
6420,0,0,1,0.192308,0.3,0,0,0,0,0
3941,0,0,1,0.446667,0.5714285714285714,1,1,0.5714285714285714,0.5333333333333333,1
3942,0,0,1,0,0.5714285714285714,1,1,0.5714285714285714,0.5333333333333333,1
999,0,0,1,1,0.2857142857142857,1,1,0.5714285714285714,0.5333333333333333,1
3949,0,0,1,0.193133,0.3333333333333333,0.11764705882352941,0,0.3333333333333333,0,1
6442,0,0,1,0.772277,0.23529411764705882,0,0,0,0,0
1009,0,0,0.666667,0.980892,0.25,1,0.4,0.25,0.25,1
6475,0,0,1,0.193548,1,1,0.16666666666666666,1,1,1
1026,0,0,1,1,0.16666666666666666,0,0.16666666666666666,1,1,1
4011,0,0,1,0,1,0,0.16666666666666666,0,1,1
4015,0,0,1,0,0.4,0.8333333333333334,0,0.4,0,0
4033,0,0,1,0,1,0.8421052631578947,0.17391304347826086,1,0.2222222222222222,1
6493,0,0,1,0,0.2222222222222222,0,0,0.2222222222222222,0,1
1037,0,0,0.666667,1,1,0.8421052631578947,0.5,1,0,1
1041,0,0,1,0.461988,0.2857142857142857,0,0,0,0,1
4040,0,0,1,0.431034,0.2857142857142857,0,0,0,0,1
1044,0,0,1,1,0.46153846153846156,0.3157894736842105,0.4,0.46153846153846156,0.5,1
1046,0,0,0.666667,1,0.2857142857142857,0.35294117647058826,0.36363636363636365,0.2857142857142857,0.2857142857142857,0
4053,0,0,0.8,0.901099,0.2857142857142857,0.18181818181818182,0,0.2857142857142857,0,0
1052,0,0,0.666667,1,0.25,0.3157894736842105,0,0.2,0,1
6533,0,0,1,0.597561,0,0,0,0,0,1
4071,0,0,1,0,0.2,0.3157894736842105,0,0.2,0,1
6535,0,0,1,0.217105,0,0,0,0,0,1
4072,0,0,1,0.413534,0.25,0.375,0,0.25,0,1
4073,0,0,1,0.511278,0.25,0.375,0,0.25,0,1
6557,0,0,1,0.965174,0.2222222222222222,1,0.23529411764705882,0.2222222222222222,0.2222222222222222,1
1070,0,0,0.8,1,0.3333333333333333,0.15384615384615385,0.18181818181818182,0.4,0.5,1
4124,0,0,1,0.488584,0.5,0,0.18181818181818182,0,0.5,1
6584,0,0,1,0.2397,0.18181818181818182,0,0,0,0,1
4125,0,0,0.8,0.703196,0.4,1,0,0.4,0,0
4153,0,0,1,0.585714,0.5714285714285714,0,0,0,0,1
4157,0,0,1,0.483051,0.2,0,0,1,0,1
1083,0,0,0.666667,1,0.4,0,0,0,0,1
