@relation entail_30mei_label_satu

@attribute MongeElkan numeric
@attribute MongeElkanLemma numeric
@attribute simNER numeric
@attribute rasioPanjangKal numeric
@attribute simRoot numeric
@attribute simRootEksak numeric
@attribute simSubj numeric
@attribute simSubjEksak numeric
@attribute simObj numeric
@attribute simObjEksak numeric
@attribute simArgSubj numeric
@attribute simArgObj numeric
@attribute task {IE,IR,QA,SUM}
@attribute isEntail {0,1}

@data
0.941667,0.953333,0.4,0.8,0,0,0,0,0,0,0,0,IE,1
0.844444,0.861905,0,1,0.4,0,0,0,0,0,0,0,IE,1
0.777917,0.78037,1,0.647727,0.631578947368421,0,0.08333333333333333,0,0,0,0.631578947368421,0,IE,0
0.966667,0.971429,0.25,1,0.5,0,0.5,0.5,0.2583333333333333,0,0.4,0.4,IE,0
1,1,0.666667,1,1,1,0.29411764705882354,0,0,0,1,0,IR,1
0.940741,0.826667,0,0.519685,1,1,0.13333333333333333,0,0,0,1,0,IR,0
0.927778,0.861905,0.4,0.379487,0.2857142857142857,0,0.20350877192982456,0,0,0,0.2857142857142857,0,IR,1
0.802083,0.824074,0,1,0.2222222222222222,0,0,0,0,0,0.2222222222222222,0,IR,1
0.561905,0.616667,0,0,0.3333333333333333,0,0,0,0,0,0,0,IR,0
1,1,1,1,1,1,0.5,0.5,0,0,0.5,0,IR,1
0.911111,0.895238,0,1,0,0,1,1,0,0,0,0,IR,0
0.98,0.833333,0,0.458904,1,1,1,1,0,0,1,0,IR,1
0.874074,0.890909,0,0.240924,0.5714285714285714,0,0,0,0,0,0.5714285714285714,0,IR,0
0.953333,0.957576,0.4,1,0.2857142857142857,0,0,0,0,0,0,0,IR,1
0.827778,0.827381,0,0.706667,0.4,0,0.1875,0,0.3076923076923077,0,0.4,0.4,IR,0
0.866667,0.8625,0,0.636771,0.2857142857142857,0,0,0,0,0,0,0,IR,1
0.78819,0.830159,0,0.974359,0.75,0,0.3333333333333333,0,0,0,0.75,0,IR,1
0.679167,0.769577,0,0.612613,0.375,0,0,0,0.4,0,0.7777777777777778,0.7777777777777778,IR,0
0.896667,0.933333,0,0.432749,0.09090909090909091,0,0,0,0,0,0,0,IR,1
0.698095,0.638889,0,0.281457,1,1,0.19047619047619047,0,0,0,1,0,IR,1
0.918518,0.94,0,1,0.3333333333333333,0,0.2916666666666667,0.25,0,0,0.3333333333333333,0,IR,0
1,0.944444,0,1,0.08695652173913043,0,0,0,0,0,0,0,QA,1
0.733611,0.757381,0,0.969072,0,0,0,0,0,0,0,0,QA,0
0.888889,0.8,0.8,0.751131,0.2,0,0,0,0,0,0.2,0,QA,1
0.952381,0.85,0.666667,0,0,0,0.42857142857142855,0,0,0,0,0,QA,1
0.977778,0.981818,0.4,1,1,1,0,0,0,0,0,0,QA,1
0.8,0.9,0,1,0,0,0.5,0.5,0,0,0.47619047619047616,0,QA,1
0.88,0.733333,0,0.146739,1,1,0.1111111111111111,0,1,1,1,1,QA,1
1,1,0.666667,0.883212,0,0,0.2857142857142857,0.25,0,0,1,0,QA,1
0.806667,0.966667,0,1,1,1,0,0,0,0,0,0,QA,0
1,0.875,1,0.290323,1,1,1,1,0,0,1,0,QA,1
0,0,0,0.973684,0.11764705882352941,0,0.3333333333333333,0,0,0,0.23529411764705882,0,QA,0
0,0,0.5,0.0965517,0.5,0.5,0,0,0,0,0,0,QA,1
0,0,0,0.733813,0.5,0,0,0,0,0,0,0,QA,1
0,0,0,0.631579,0,0,0.42857142857142855,0,0,0,0,0,QA,0
0,0,0.5,0.580645,0.4,0,0,0,0,0,0,0,QA,1
0,0,0,0.283582,0.4444444444444444,0,0,0,0,0,0,0,QA,1
0,0,0,0.961039,0.07692307692307693,0,0.15384615384615385,0,0,0,0.15384615384615385,0,QA,1
0,0,0.4,1,0.3,0,0.39999999999999997,0.3333333333333333,0,0,0.3333333333333333,0,QA,1
0,0,0,1,1,0,0,0,0,0,1,0,SUM,0
0,0,0,0.423963,0,0,0,0,0.6428571428571428,0.5,0,0,SUM,1
0,0,1,0.225806,0.5,0,0.1111111111111111,0,0.5,0.5,0.5,1,SUM,1
0,0,0.5,0.766423,0.16666666666666666,0,0,0,0,0,0,0,SUM,1
0,0,0,1,0.4,0,1,1,0.15,0,0.4,0.4,SUM,0
0,0,0.571429,0.36747,0.07142857142857142,0,0.11794871794871796,0,0,0,0,0,SUM,0
0,0,0,0,0,0,0,0,0.6363636363636364,0.5,0,0.3333333333333333,SUM,0
0,0,0.8,0.302251,0,0,0.18055555555555555,0,0.07857142857142857,0,0.5,0.5,SUM,1
0,0,0.285714,0.254808,0.2857142857142857,0,0.5,0,0.07407407407407407,0,0.2857142857142857,0.2857142857142857,SUM,1
0,0,0.5,1,0.4,0,0.5714285714285714,0.5,0.5326023391812865,0,0.5,0.25,SUM,0
0,0,0.8,0.469136,0.3333333333333333,0,0.47058823529411764,0,0,0,0.3333333333333333,0,SUM,1
0,0,0.333333,0.269231,1,1,0,0,0,0,0,0,SUM,1
0,0,0.666667,1,0.4,0,0,0,0,0,0,0,SUM,1
0,0,0.333333,0.468966,0.4,0,0,0,0,0,0,0,SUM,0
0,0,0.666667,1,1,1,0.19047619047619047,0,0.6333333333333333,0.5,0.35294117647058826,0.35294117647058826,SUM,0
0,0,0.666667,1,0.2857142857142857,0,0.30423280423280424,0.16666666666666666,0.411764705882353,0.3333333333333333,0.2857142857142857,0.2857142857142857,SUM,0
0,0,0.75,0.78,1,1,1,1,0.5,0.5,1,1,SUM,0
0,0,0.333333,1,0.3333333333333333,0,0,0,0,0,0,0,SUM,1
0,0,1,1,0.4,0,0.07570806100217864,0,0,0,0.5,0,SUM,1
