@RELATION pair

@ATTRIBUTE label  {1,-1}
@ATTRIBUTE MongeElkan       NUMERIC
@ATTRIBUTE MongeElkanLemma  NUMERIC
@ATTRIBUTE simNER           NUMERIC
@ATTRIBUTE rasioPanjangKal  NUMERIC

@DATA
-1,0.738889,0.747619,0.5,0.162879
-1,0.738889,0.747619,0.5,0.246212
-1,0.705555,0.747619,0.666667,0.453125
-1,0.705555,0.747619,0.5,0.317181
1,0.705555,0.661905,1,0.536458
-1,0.661111,0.738095,0.5,0
-1,0.625556,0.702857,0.5,0.7875
-1,1,0.95,0,0.542308
-1,0.993939,1,0,0.973545
1,0.944444,0.8875,0.666667,0.423077
-1,0.87037,0.790278,0,0.369231
-1,0.772222,0.6625,1,0.79085
-1,0.772222,0.6625,0.666667,0
-1,0.738148,0.686944,0,0.157692
-1,0.858333,0.874074,0,1
-1,0.8125,0.722222,0,0.420635
-1,0.766667,0.82963,0,0.611765
-1,0.758333,0.674074,0,0.277027
1,0.5625,0.492593,0,0.587302
1,1,1,0.857143,1
-1,0.9375,0.913333,1,0
-1,0.858333,0.736667,0.5,0.477941
-1,0.8025,0.758333,0.8,0.294118
-1,0.75,0.65,0,0.117647
1,0.842857,0.791667,1,0.394872
-1,0.838571,0.916667,0,1
-1,0.828571,0.85,0,0.414634
-1,0.766667,0.6375,0,0.193548
-1,0.707143,0.666667,0,0.443182
-1,0.7,0.791667,0,0.276423
-1,0.685714,0.779167,0,0.479675
-1,0.640476,0.572917,0,0.403226
-1,0.633333,0.566667,0,0.177419
-1,0.595238,0.522917,0,0.4
-1,0.561905,0.504167,0,0.282051
-1,0.941667,1,0.285714,0.977273
-1,0.941667,1,0.285714,0
1,0.941667,0.953333,0.4,0.8
-1,0.829167,0.756667,0,0.172973
-1,0.820833,0.906667,0.333333,0.586735
-1,0.697917,0.641667,0,0.426087
-1,0.670833,0.741667,0,0.530612
-1,0.670833,0.665,0,0.30102
-1,0.670833,0.565,0,0
-1,0.647917,0.521667,0,0.9375
1,0.844444,0.861905,0,1
-1,0.684444,0.65619,0,0.675439
-1,0.672222,0.633333,0,0.364641
-1,0.628889,0.532619,0,0.296117
-1,0.448889,0.384762,0,0.145631
-1,0.875,0.888889,0,1
-1,0.875,0.777778,0,0.615385
-1,0.875,0.777778,0,0.262774
1,0.777917,0.78037,1,0.647727
-1,0.68625,0.587778,1,0.950549
1,0.966667,0.971429,0.25,1
-1,0.966667,0.914286,0.4,0.686869
-1,0.883333,0.864286,0,0.694444
-1,0.816667,0.714286,0.666667,0.242424
-1,0.805556,0.690476,0.666667,0.3125
-1,0.8,0.757143,0,0.705556
-1,0.763889,0.735714,0,0.197861
-1,0.7,0.6,0,0
-1,0.655556,0.561905,0,0.42246
-1,0.655556,0.561905,0,0.488636
-1,0.638889,0.542857,0,0.278075
-1,0.638889,0.542857,0,0.219251
-1,0.597222,0.511905,0,0.342857
-1,0.538095,0.485714,0,0.540179
-1,0.455556,0.390476,0,0.267857
-1,0.443651,0.417143,0,0.414286
-1,0.434127,0.393333,0,0.409091
-1,0.833333,0.851852,0,0.625
-1,0.816667,0.933333,0,1
-1,0.816667,0.740741,0,0.0749186
-1,0.791667,0.718518,0,0.147929
-1,0.758333,0.755556,1,0
-1,0.704167,0.653704,1,0.723958
-1,0.704167,0.653704,1,0.230769
-1,0.641667,0.585185,1,0.161458
-1,0.633333,0.577778,0,0.361233
-1,0.633333,0.577778,1,0.340278
-1,0.438095,0.348677,0,0.344828
1,1,1,0.666667,1
-1,1,0.857143,1,0.352941
-1,0.966667,0.828571,0,0.156863
-1,0.966667,0.828571,0,0.20915
-1,0.966667,0.828571,0,0.408867
-1,0.783333,0.845238,0,0.976378
-1,0.783333,0.671429,0.5,0.866337
-1,0.729524,0.651429,0,0.117647
-1,0.686667,0.607143,0.666667,0.643564
-1,0.608889,0.540476,0,0.415842
-1,0.45,0.391156,0,0.176923
-1,0.940741,0.946667,0,1
-1,0.940741,0.826667,0,0.299213
1,0.940741,0.826667,0,0.519685
-1,0.918518,0.806667,0,0.131818
-1,0.911111,0.78,0,0.138393
-1,0.955556,0.961905,0,1
1,0.927778,0.861905,0.4,0.379487
-1,0.85,0.719048,0,0.307692
-1,0.82963,0.780952,0,0.194872
-1,0.749074,0.710317,0,0.592105
-1,0.645741,0.556667,0,0.513158
1,0.802083,0.824074,0,1
-1,0.771667,0.685926,0,0.1375
-1,0.745833,0.72963,0,0.58125
-1,0.58125,0.571111,0,0.302326
-1,0.769444,0.802381,0.25,0.215488
-1,0.769444,0.802381,0.25,1
-1,0.769444,0.802381,0,0.198653
-1,0.769444,0.802381,0.333333,0.340067
-1,0.769444,0.802381,0.285714,0.377104
-1,0.736667,0.774286,0,0.306452
-1,0.669444,0.72619,0,0.198864
-1,0.669444,0.72619,0.333333,0.4375
-1,0.669444,0.72619,0.333333,0.2
-1,0.574603,0.5,0.666667,0.25625
-1,0.711905,0.854167,0,1
-1,0.630952,0.7875,0,0.915584
-1,0.616667,0.7125,0,0.88961
-1,0.614626,0.644048,0,0.567164
1,0.561905,0.616667,0,0
-1,0.557483,0.535714,0,0
1,1,1,1,1
-1,0.96,0.927273,1,0.174672
-1,0.88,0.8,0,0.306818
-1,0.768095,0.79697,0.666667,0.607477
-1,0.708095,0.643723,0,0.144105
-1,0.813333,0.897222,0,1
-1,0.813333,0.730556,0,0.410853
-1,0.813333,0.722222,0,0.1875
-1,0.706667,0.611111,0,0.755814
-1,0.684,0.592222,0,0.523256
-1,0.67,0.777778,0,0.5
-1,0.566667,0.472222,0,0.399225
-1,0.544,0.456667,0,0.624031
-1,0.496667,0.413889,0,0
1,0.911111,0.895238,0,1
-1,0.768333,0.735714,0,0.789116
-1,0.726191,0.622449,0,0.226601
-1,0.704444,0.609524,0,0.557823
-1,0.65,0.557143,0,0
-1,1,1,0,0.840278
-1,1,0.833333,0,0.380597
1,0.98,0.833333,0,0.458904
-1,0.9,0.916667,0,0.979167
-1,0.9,0.85,0,0.246575
-1,0.9,0.85,0,0.431507
-1,0.88,0.733333,0,0.246269
-1,0.6,0.588889,0,0.483871
-1,0.586667,0.488889,0,0.266129
-1,0.918519,0.927273,0,0.79538
-1,0.908418,0.963636,0,0.969543
1,0.874074,0.890909,0,0.240924
-1,0.874074,0.890909,0,0.762376
-1,0.82963,0.836364,0,0.392857
-1,0.748148,0.701212,0,0.221122
-1,0.711111,0.631515,0,0.377953
-1,0.622222,0.590909,0,0.251969
1,0.953333,0.957576,0.4,1
-1,0.833333,0.860606,0.5,0.85
-1,0.725,0.665152,0,0.138158
-1,0.706667,0.668182,0.666667,0.503448
-1,0.665,0.634848,0,0.368421
-1,0.521667,0.501515,0,0
-1,0.451667,0.4,0,0.125
-1,0.976191,1,0,0.971429
-1,0.976191,0.875,0,0.419847
-1,0.976191,0.875,0,0.442748
-1,0.976191,0.875,0,0.496183
-1,0.819048,0.783333,0,0.0851064
-1,0.96,0.966667,0,0.620155
-1,0.96,0.8,0,0.297297
-1,0.92,0.766667,0,0.234234
-1,0.92,0.7,0,0
-1,0.824,0.9,0,1
-1,0.824,0.833333,0,0.254902
-1,0.824,0.833333,0,0
-1,0.724,0.703333,0,0.229299
-1,0.72,0.6,0,0.194444
-1,0.7,0.533333,0,0.472813
1,0.827778,0.827381,0,0.706667
-1,0.827778,0.827381,0,1
-1,0.827778,0.760714,0,0.736486
-1,0.827778,0.660714,0,0.160221
-1,0.827778,0.660714,0,0.220779
-1,0.827778,0.660714,0,0.581081
-1,0.786667,0.822222,0,0.98
-1,0.774444,0.627381,0,0.214286
-1,0.774444,0.627381,0,0.454545
-1,0.733333,0.633333,0,0.596685
-1,0.733333,0.611111,0,0.199005
-1,0.68,0.566667,0,0.318182
-1,0.68,0.566667,0,0.219355
-1,0.68,0.566667,0,0.701493
-1,0.68,0.566667,0,0.136364
-1,0.65,0.575,0,0
-1,0.55,0.491667,0,0.427861
1,0.866667,0.8625,0,0.636771
-1,0.802381,0.83125,0,1
-1,0.77619,0.65,0,0.345
-1,0.77619,0.65,0,0.223301
-1,0.760476,0.76875,0,0.2
-1,0.665238,0.59375,0,0.15
-1,0.659524,0.589583,0,0.22
-1,0.511905,0.502083,0,0.174757
1,0.78819,0.830159,0,0.974359
-1,0.78819,0.663492,0,0.346667
-1,0.689524,0.594603,0,0.295302
-1,0.665333,0.561111,0,0.281879
-1,0.64,0.539683,0,0.161074
-1,0.694792,0.725132,0,1
-1,0.686458,0.606614,0,0.777778
-1,0.686458,0.606614,0,0.769841
1,0.679167,0.769577,0,0.612613
-1,0.564583,0.496296,0,0.714286
-1,0.956,1,0,1
1,0.896667,0.933333,0,0.432749
-1,0.971429,1,0,0.652174
-1,0.96,0.925,0,1
-1,0.91,0.758333,0,0.804636
-1,0.91,0.758333,0,1
-1,0.91,0.758333,0,0.361446
-1,0.87,0.730556,0,0.375
-1,0.84,0.7,0,0.270833
-1,0.698095,0.638889,0,0.47351
1,0.698095,0.638889,0,0.281457
-1,0.68,0.7,0,0.1875
-1,0.582667,0.472222,0,0.772414
-1,0.845833,0.940741,0,1
-1,0.845833,0.896296,0,0.466667
-1,0.845833,0.896296,0,0.297959
-1,0.833333,0.851852,0,0.4
-1,0.820833,0.762963,0,0.15102
-1,0.720833,0.640741,0,0.351145
-1,0.708333,0.662963,0,0.228571
-1,0.641667,0.688889,0,0.466667
1,0.918518,0.94,0,1
-1,0.848148,0.856667,0,0.65035
-1,0.811111,0.7,0,0.263514
-1,0.798942,0.812381,0,0
-1,0.762963,0.663333,0,0.321678
-1,0.691534,0.615714,0,0.726562
-1,0.675926,0.718333,0,1
-1,0.635185,0.596667,0,0
1,1,0.944444,0,1
-1,0.914286,0.885185,0,0.186441
-1,0.904762,0.862963,0.5,0.58642
-1,0.885714,0.816667,0,0.427984
-1,0.885714,0.816667,0,0.769547
-1,0.82381,0.82963,0,0.790123
-1,0.82381,0.718518,0,0.127572
-1,0.790476,0.742593,0,0.386831
-1,0.785714,0.762963,0.666667,0.0915254
-1,0.780952,0.718518,0,0.442708
-1,0.77619,0.675926,0,0.315556
-1,0.77619,0.674074,0,0.286458
-1,0.766667,0.711111,0,0.320988
-1,0.747619,0.653704,0,0.528889
-1,0.738095,0.659259,0,0.101695
-1,0.733333,0.607407,0,0.307292
-1,0.695238,0.592593,0,0.265823
-1,0.628571,0.562963,0,0.210169
-1,0.542857,0.607407,0,0.246914
-1,0.538095,0.496296,0,0.190476
-1,0.747222,0.761429,0,0.731959
1,0.733611,0.757381,0,0.969072
-1,0.733611,0.72881,0,0.153333
-1,0.733611,0.72881,0,0.194093
-1,0.725,0.638095,0.666667,0.248945
-1,0.719722,0.716905,0,0.24
-1,0.719722,0.716905,0,0.186667
-1,0.668056,0.629762,0,0.206667
-1,0.658333,0.649524,0,0.400844
-1,0.634722,0.601191,0,0.609626
-1,0.634722,0.601191,0,0.151111
-1,0.633333,0.61381,0,0.278481
-1,0.627778,0.61381,0,0.248945
-1,0.588889,0.535714,0,0.76
-1,0.584722,0.558333,0,0.656
-1,0.975,0.977778,0,0.904255
-1,0.883333,0.898148,0,1
-1,0.834375,0.755556,0,0.129032
-1,0.822917,0.785185,0,0.271386
-1,0.766667,0.681481,0,0.17608
-1,0.746875,0.677778,0,0.10299
-1,0.74375,0.711111,0,0.271889
-1,0.633333,0.6,0,0.214724
-1,0.52375,0.475926,0,0.336406
-1,1,0.981818,0.857143,0.985836
-1,1,0.981818,0.857143,0.175497
1,0.888889,0.8,0.8,0.751131
-1,0.822222,0.772727,0,0.182119
-1,0.807407,0.760606,0,0.476821
-1,0.807407,0.760606,0,0.152318
-1,0.807407,0.706061,0,0.294702
-1,0.733333,0.663636,0,0.248062
-1,0.718518,0.633333,0,0.325581
-1,0.697407,0.584632,0.5,0.176471
-1,0.637037,0.578788,0,0.280757
-1,0.620741,0.535152,0,0.823529
-1,0.448148,0.366667,0,0.166667
-1,0.439153,0.427879,0,0.217666
-1,0.353704,0.334849,0,0.145695
-1,0.980952,1,0.333333,1
-1,0.980952,0.875,0.4,0.0819277
-1,0.952381,0.85,0.5,0.586441
1,0.952381,0.85,0.666667,0
-1,0.933333,0.833333,0,0.267797
-1,0.795238,0.745833,1,0.444068
-1,0.761905,0.683333,0,0.355932
-1,0.761905,0.683333,0,0.631579
-1,0.740476,0.65,0,0.360902
-1,0.657143,0.575,0,0.708475
-1,0.604762,0.545833,0,0.353383
-1,0.902778,0.778333,0,1
-1,0.839815,0.55,0,0.37037
-1,0.698519,0.446889,0,0.136691
-1,0.693333,0.460444,0,0.296296
-1,0.631005,0.46127,0,0.194444
-1,0.618228,0.44927,0,0.37963
-1,0.618228,0.442603,0,0.482014
1,0.977778,0.981818,0.4,1
-1,0.866667,0.709091,0.5,0.167702
-1,0.755556,0.786364,0,0.975
-1,0.755556,0.786364,0,0.068323
-1,0.709259,0.784848,0,0.9375
-1,0.67037,0.695455,0,0.1841
-1,0.655556,0.686364,0,0.112971
-1,0.653968,0.654545,0,0.229814
-1,0.625926,0.518182,0.5,0
-1,0.775417,0.817037,0,1
-1,0.74,0.672593,0,0.155738
-1,0.669167,0.620741,0,0.582418
-1,0.509345,0.517037,0,0.796703
1,0.8,0.9,0,1
-1,0.8,0.75,0,0.290698
-1,0.76,0.756667,0,0.971154
-1,0.714286,0.65,0,0.566524
-1,0.702857,0.631667,0,0.220736
-1,0.598095,0.569167,0,0.47093
-1,0.85,0.843889,0.4,1
-1,0.8,0.8,0.5,0.478261
-1,0.669333,0.58,0.666667,0.679245
-1,0.623333,0.541667,0,0
-1,0.576667,0.502778,0,0.449511
-1,0.486667,0.45,0,0.462541
-1,0.973333,1,0,0.962162
-1,0.96,0.966667,0,1
-1,0.96,0.8,0,1
-1,0.893333,0.933333,0,0.109005
-1,0.893333,0.933333,0,0.507576
-1,0.893333,0.866667,0,0.287879
1,0.88,0.733333,0,0.146739
-1,0.826667,0.933333,0,0.295455
-1,0.786667,0.655556,0,0.18
-1,0.773333,0.644444,0,0.363636
-1,0.773333,0.9,0,0.194093
-1,0.706667,0.611111,0,0
-1,0.693333,0.577778,0,0.092827
-1,0.64,0.712698,0,0.227848
-1,0.547333,0.489048,0,0
-1,0.547333,0.489048,0,0.255435
-1,0.533333,0.471429,0,0.211111
1,1,1,0.666667,0.883212
-1,0.942857,0.825,0.666667,0.08
-1,0.6,0.625,0,1
-1,0.552381,0.483333,0,0.09
-1,0.485714,0.425,0,0.557276
-1,0.480952,0.420833,0,0.136223
-1,0.345714,0.29625,0,0.210526
-1,0.340476,0.304167,0,0.182663
-1,0.826667,0.9,0,0.243243
-1,0.826667,0.9,0,0.287162
1,0.806667,0.966667,0,1
-1,0.504952,0.456667,0,0.398773
-1,1,1,0.4,1
1,1,0.875,1,0.290323
-1,0.871429,0.7625,0.666667,0.327957
-1,0.831429,0.7525,0,0.136842
-1,0.774286,0.641667,0,0.0736842
-1,0,0,0,0.416216
-1,0,0,0,0.232673
-1,0,0,0,0.29703
-1,0,0,0,0.552632
1,0,0,0,0.973684
-1,0,0,0,0.486957
-1,0,0,0,0.373913
-1,0,0,0,0.427027
-1,0,0,0,0.185606
-1,0,0,0,0
-1,0,0,0,1
-1,0,0,0,0.900763
-1,0,0,0,0.583942
-1,0,0,0,0
-1,0,0,0,0.443709
-1,0,0,0,0.280757
-1,0,0,0.333333,1
-1,0,0,0,0.0941176
-1,0,0,0,0.288235
-1,0,0,0,0.382353
1,0,0,0.5,0.0965517
-1,0,0,0,0.134483
1,0,0,0,0.733813
-1,0,0,0,0.863309
-1,0,0,0,0.474576
-1,0,0,0,0.105085
-1,0,0,0,0.294915
-1,0,0,0,1
-1,0,0,0,0.409357
1,0,0,0,0.631579
-1,0,0,0,0.14433
-1,0,0,0,0.0942029
-1,0,0,0,0
-1,0,0,0,0.387681
-1,0,0,0,1
-1,0,0,0,0.141304
-1,0,0,0,0.421053
-1,0,0,0,0.403509
-1,0,0,0,0.192982
-1,0,0,0,0.64977
-1,0,0,0,0.201133
-1,0,0,0.444444,1
1,0,0,0.5,0.580645
-1,0,0,0.4,0.37788
-1,0,0,0,1
-1,0,0,0,1
-1,0,0,0,0.0820513
-1,0,0,0,0.2
-1,0,0,0,1
-1,0,0,0,1
-1,0,0,0,0.150754
-1,0,0,0,0.205128
-1,0,0,0,0.364103
-1,0,0,0,0.208955
-1,0,0,0,0
-1,0,0,0,0
-1,0,0,0,1
-1,0,0,0,0.0735786
-1,0,0,0.285714,0.171806
-1,0,0,0,0.217391
-1,0,0,0,0.189427
-1,0,0,0,0.634361
-1,0,0,0,0.85022
1,0,0,0,0.283582
-1,0,0,0,0.587065
-1,0,0,0,0.615854
-1,0,0,0,0.77439
-1,0,0,0,0.156352
1,0,0,0,0.961039
-1,0,0,0.2,0
-1,0,0,0,0.431034
-1,0,0,0,0.469512
-1,0,0,0,0.349398
-1,0,0,0,0
1,0,0,0.4,1
-1,0,0,0,0.248848
-1,0,0,0,0.304147
-1,0,0,0,0.35023
-1,0,0,0,0.121339
-1,0,0,0,0.674699
-1,0,0,0,0.689922
-1,0,0,0,0.79845
-1,0,0,0,0.205882
-1,0,0,0,0.8
-1,0,0,0,0.420168
-1,0,0,0,1
-1,0,0,0,0.340426
-1,0,0,0,0.585034
-1,0,0,0,0.911565
-1,0,0,0,0
-1,0,0,0,0.5
1,0,0,0,1
-1,0,0,0,0.510989
-1,0,0,0,0.336449
-1,0,0,0,0.682243
-1,0,0,0,0.452128
-1,0,0,0.666667,1
-1,0,0,0,0.345622
-1,0,0,0.666667,0.345622
-1,0,0,0,0.35023
1,0,0,0,0.423963
-1,0,0,0,0.759259
-1,0,0,0,0
-1,0,0,0,0.228916
-1,0,0,0,0.39759
-1,0,0,1,0.170732
-1,0,0,1,1
-1,0,0,0,0.20603
-1,0,0,0,0.420213
-1,0,0,0,0.632979
-1,0,0,0,0
-1,0,0,0,0.156682
1,0,0,1,0.225806
-1,0,0,0,0.410138
-1,0,0,1,0.566667
-1,0,0,0,0.572864
-1,0,0,0.25,1
-1,0,0,0.4,0.333333
-1,0,0,0,0.403509
-1,0,0,0.25,0.836257
1,0,0,0.5,0.766423
-1,0,0,0,0.251656
-1,0,0,0,0
-1,0,0,0,0.258278
1,0,0,0,1
-1,0,0,0,0.330935
-1,0,0,0,0.366906
-1,0,0,0,0.238095
-1,0,0,0.8,0.17378
-1,0,0,0.666667,0.230769
-1,0,0,0.666667,0.413462
-1,0,0,1,0.192308
1,0,0,0.571429,0.36747
-1,0,0,0.444444,1
-1,0,0,0,0.192073
-1,0,0,0,0.246951
-1,0,0,0.5,0.0579268
-1,0,0,0.8,0.097561
-1,0,0,0,1
-1,0,0,0,0.604651
1,0,0,0,0
-1,0,0,0,0.403361
-1,0,0,0.666667,0.980892
1,0,0,0.8,0.302251
-1,0,0,0.8,0.151125
-1,0,0,0.666667,0.333333
-1,0,0,0,0.274854
-1,0,0,0,1
-1,0,0,0,0.197917
-1,0,0,0,0.307292
-1,0,0,0,0.467337
-1,0,0,0,0.78392
-1,0,0,0,0.325203
-1,0,0,0,0.0875576
-1,0,0,0,1
-1,0,0,0,0
-1,0,0,0,1
-1,0,0,0,0.86
-1,0,0,0,0
-1,0,0,0,0.287037
-1,0,0,0,0.19084
-1,0,0,0.2,1
-1,0,0,0.285714,0.129213
-1,0,0,0,0.29661
-1,0,0,0.4,0.432203
-1,0,0,0.333333,0
1,0,0,0.285714,0.254808
-1,0,0,0.285714,0.149038
-1,0,0,0.285714,0
-1,0,0,0,1
-1,0,0,0,0.590308
-1,0,0,0,0.665198
-1,0,0,0,0
1,0,0,0.5,1
-1,0,0,0,0.273632
-1,0,0,0,0.968153
-1,0,0,0,0.630952
-1,0,0,0,0.481481
-1,0,0,0,0
-1,0,0,0,0.313433
-1,0,0,0.5,1
-1,0,0,0.5,0.419753
1,0,0,0.8,0.469136
-1,0,0,0,0.0955882
-1,0,0,0,0.154412
-1,0,0,0.666667,0.154412
-1,0,0,0.4,0
-1,0,0,0.4,0.507353
-1,0,0,0.333333,0.181319
1,0,0,0.333333,0.269231
-1,0,0,0.571429,0.241758
-1,0,0,0.4,0.0973783
-1,0,0,0,0.0898876
-1,0,0,0.6,1
-1,0,0,0.4,0.421622
-1,0,0,0.333333,0.705426
-1,0,0,0.333333,0
-1,0,0,0,0.445545
-1,0,0,0.285714,0
-1,0,0,0.5,0.642857
-1,0,0,0.5,0.484
1,0,0,0.666667,1
-1,0,0,0.4,0.44186
-1,0,0,0.285714,0
-1,0,0,0,0.412281
-1,0,0,0,0.22561
-1,0,0,0.4,0.365854
-1,0,0,0.4,0.337349
-1,0,0,0,1
1,0,0,0.333333,0.468966
-1,0,0,0.333333,0.719178
-1,0,0,0.4,0.284133
1,0,0,0.666667,1
-1,0,0,0.5,0.573394
-1,0,0,0.8,0.233161
-1,0,0,0.4,0.177122
1,0,0,0.666667,1
-1,0,0,0,0.217949
-1,0,0,0,0
-1,0,0,1,0.33758
-1,0,0,1,0.496815
-1,0,0,0.5,0.833333
-1,0,0,0,0.377358
-1,0,0,0.5,0.155556
-1,0,0,0,0.599078
-1,0,0,0.666667,0.375723
-1,0,0,0,0.37037
-1,0,0,0.571429,0.462428
-1,0,0,0.333333,0.514815
-1,0,0,0.571429,0.27972
-1,0,0,0,0.544444
-1,0,0,0,0.461538
-1,0,0,0,0
-1,0,0,0,0.621622
1,0,0,0.75,0.78
-1,0,0,0,0.466368
-1,0,0,0,1
-1,0,0,0.333333,1
-1,0,0,0,0.547085
-1,0,0,0,0.292453
-1,0,0,0,0.495
-1,0,0,0,0.589623
-1,0,0,0,0.336364
-1,0,0,0.5,0
-1,0,0,0.4,0.603636
1,0,0,0.333333,1
1,0,0,1,1
-1,0,0,0,0.691011
-1,0,0,0,0.322581
-1,0,0,0,0
