@RELATION semua_ver_30mei

@ATTRIBUTE MongeElkan       NUMERIC
@ATTRIBUTE MongeElkanLemma  NUMERIC
@ATTRIBUTE simNER           NUMERIC
@ATTRIBUTE rasioPanjangKal  NUMERIC
@ATTRIBUTE simRoot          NUMERIC
@ATTRIBUTE simRootEksak     NUMERIC 
@ATTRIBUTE simSubj          NUMERIC 
@ATTRIBUTE simSubjEksak     NUMERIC
@ATTRIBUTE simObj           NUMERIC
@ATTRIBUTE simObjEksak      NUMERIC
@ATTRIBUTE simArgSubj       NUMERIC
@ATTRIBUTE simArgObj        NUMERIC
@ATTRIBUTE label             {1,-1}
@ATTRIBUTE isEntail           {0,1}

@DATA
0.805714,0.68,0.5,1,0,0,0.5,0.5,0,0,0,0,-1,0
0.952381,0.7875,1,0.255682,0.36363636363636365,0,0.5,0.5,0,0,0.36363636363636365,0,1,0
1,0.85,0.4,0.462451,0.36363636363636365,0,0.5,0.5,0,0,0.36363636363636365,0,-1,0
0.74381,0.627083,0,0.23,0.09090909090909091,0,0,0,0,0,0,0,-1,0
0.9175,0.945455,0,1,0,0,0.058823529411764705,0,0,0,0.2857142857142857,0,1,1
0.728809,0.741342,0,0.846715,0.3333333333333333,0,0,0,0.8,0,0.3333333333333333,0,-1,1
0.92,0.945455,1,0.642336,0,0,0.125,0,0,0,0,0,-1,1
0.636667,0.606061,0,0.505495,0,0,0.21428571428571427,0,0,0,0,0,-1,1
0.815833,0.757576,0,0,0,0,0.21428571428571427,0,0,0,0,0,-1,1
0.78,0.745455,0,1,0,0,0,0,0,0,0.2857142857142857,0,-1,1
0.55,0.487879,0,0.363184,0,0,0,0,0.8,0,0,0,-1,1
0.593333,0.563636,0,0.447761,0.25,0,0,0,0,0,0,0,-1,1
0.813333,0.8,1,0.238806,0,0,0.125,0,0,0,0,0,-1,1
0.823333,0.854546,1,0.169725,0,0,0.125,0,0,0,0,0,-1,1
0.59,0.539394,0,0.643979,0,0,0,0,0.4444444444444444,0,0,0,-1,1
0.9,0.890909,0,0.125654,0.25,0,0.11764705882352941,0,0,0,0.2857142857142857,0,-1,1
0.9225,0.909091,0,0.359375,0,0,0.16596638655462184,0,0,0,0.2857142857142857,0,-1,1
0.76,0.684849,1,0.520833,0,0,0,0,0,0,0,0,-1,1
0.92,0.936,0,1,0,0,0.5,0.5,0.21052631578947367,0,0.4,0.4,-1,1
0.625,0.7,0,0.867925,0.2857142857142857,0,0.3055555555555555,0,0,0,0.5,0.5555555555555556,1,1
0.858333,0.686667,0,0.248447,0,0,0,0,0,0,0,0,-1,1
0.695,0.556,0,0.335404,0.4,0,0,0,0.21052631578947367,0,0.4,0.4,-1,1
0.566667,0.466667,0,0.335329,0.5555555555555556,0,0.9166666666666666,0,0,0,0.5555555555555556,0.5555555555555556,-1,1
0.3625,0.29,0,0.407186,0.2857142857142857,0,0,0,0,0,0.2857142857142857,0,-1,1
0.583333,0.546667,0,0.1841,0.2857142857142857,0,0,0,0,0,0.5,0,-1,1
0.633333,0.506667,0,0.478261,0.16666666666666666,0,0,0,0,0,0,0,-1,1
0.883333,0.9125,0,1,0.2857142857142857,0,1,1,0,0,0.2857142857142857,0.2857142857142857,-1,1
0.75,0.5625,0,0.473485,0,0,1,1,0,0,0,0,-1,1
0.75,0.5625,0,0.594697,0,0,1,1,0,0,0,0,-1,1
0.883333,0.8125,0,0.753788,0,0,1,1,0,0,0,0,1,1
0.883333,0.8125,0,0.869823,0.2857142857142857,0,1,1,0,0,0.2857142857142857,0.2857142857142857,-1,1
0.7,0.475,0,0.839695,0,0,0,0,0,0,0,0,-1,1
0.7,0.525,0,0.946565,0,0,0,0,0,0,0,0,-1,1
0.7,0.525,0,0,0,0,1,1,0,0,0,0,-1,1
0.661111,0.6375,0,0.385093,0.3157894736842105,0,0,0,0,0,0,0,-1,1
0.661111,0.6375,0,0.124224,0.3,0,0,0,0,0,0,0,-1,1
0.651852,0.69,0,0.133603,0.3333333333333333,0,0,0,0,0,0,0,-1,1
0.955556,0.94,0.333333,1,0.6666666666666666,0,0,0,0,0,0,0,-1,1
0.618519,0.56,0,0.0864198,0.3333333333333333,0,0,0,0,0,0,0,-1,1
0.640741,0.533333,0,0.0864198,0.4,0,0,0,0,0,0,0,-1,1
0.741667,0.634167,0,0.290123,0.4,0,0,0,0,0,0,0,-1,1
0.806852,0.784167,0,0.252525,0.4,0,0,0,0,0,0,0,-1,1
0.608148,0.583333,0,0.343434,0.5,0,0,0,0,0,0,0,-1,1
0.726032,0.621429,0,0.868687,0,0,0,0,0,0,0,0,-1,1
0.759259,0.706667,0.4,0.304147,0.6666666666666666,0,0,0,0,0,0,0,-1,1
0.955556,0.9,0.333333,0.368664,0.6666666666666666,0,0,0,0,0,0,0,-1,1
0.594815,0.573333,0,0.823232,0.5,0,0,0,0,0,0,0,-1,1
0.833333,0.742,0,0.282927,0.2,0,0,0,0,0,0,0,-1,1
0.955556,0.84,0,0.0829268,0.23529411764705882,0,0,0,0,0,0,0,-1,1
0.955556,0.9,0.666667,0.243902,0.125,0,0,0,0,0,0,0,1,1
0.847619,0.825,0,0.438272,0.47058823529411764,0,0,0,0,0,0.47058823529411764,0,-1,1
0.92381,0.95,0,1,0.2222222222222222,0,0.5,0.5,0,0,0.2222222222222222,0,-1,1
0.876191,0.8,0.4,0.253521,0.2222222222222222,0,0.5,0.5,0,0,0.2222222222222222,0,1,1
0.55,0.566667,0,0.169014,0,0,0,0,0,0,0,0,-1,1
0.55,0.566667,0,0.338028,0,0,0,0,0,0,0,0,-1,1
0.761905,0.7,0,0.491979,0.5555555555555556,0,0.5,0.5,0,0,0.5555555555555556,0,-1,1
0.497619,0.479167,0,0.200935,0.09090909090909091,0,0,0,0,0,0,0,-1,1
0.933333,0.95,0,1,0,0,1,1,0,0,0,0,-1,0
0.766667,0.8625,0,0.556452,0.3333333333333333,0,0,0,0.125,0,0.3333333333333333,0.5,-1,0
0.6,0.7,0,0.491935,0.4444444444444444,0,0,0,0,0,0.4444444444444444,0.4444444444444444,-1,0
0.504762,0.338571,0,0.320856,0.2857142857142857,0,0,0,0,0,0.2857142857142857,0,-1,0
0.911111,0.683333,0,0.42246,0.2857142857142857,0,0,0,0,0,0.2857142857142857,0,-1,0
0.766667,0.6125,0,0.668449,0.3333333333333333,0,0,0,0.125,0,0.3333333333333333,0.5,1,0
0.371429,0.295238,0,0.298077,0,0,0,0,0,0,0,0,-1,0
0.866667,0.65,0,0,0,0,0,0,0,0,0,0,-1,0
0.911111,0.683333,0,0.397924,0,0,0,0,0,0,0,0,-1,0
0.933333,0.683333,0,0.148789,0.2857142857142857,0,0,0,0,0,0.2857142857142857,0,-1,0
0.488889,0.377083,0,0,0,0,0,0,0,0,0,0,-1,0
0.884375,0.944444,0,1,0,0,0,0,0,0,0,0,1,1
0.654167,0.655556,0,0.420561,0.25,0,0,0,0,0,0,0,-1,1
0.619792,0.648148,0,0.588785,1,1,0,0,0,0,0,0,-1,1
0.966667,1,0.5,1,0.3333333333333333,0,0,0,0,0,0,0,-1,0
0.724722,0.710476,0,0.623077,0.3333333333333333,0,0,0,0,0,0,0,-1,0
0.621746,0.559048,0.5,0.47449,0.35294117647058826,0,0,0,0,0,0,0,-1,0
0.727778,0.785714,0,0.693878,0.5,0,0,0,0,0,0,0,-1,0
0.866667,0.857143,0,0.264706,0.5,0,0,0,0,0,0,0,1,0
0.488426,0.433333,0,0.417647,0.7058823529411765,0,0,0,0,0,0,0,-1,0
0.432222,0.413333,0,0.564706,0.7058823529411765,0,0,0,0,0,0,0,-1,0
0.944444,0.942857,0.5,0,0.35294117647058826,0,0,0,0,0,0,0,-1,0
0.94,0.955556,0.571429,1,0.47058823529411764,0,0.4,0.4,0,0,0.2857142857142857,0,1,1
0.786667,0.772222,0,0.252475,0.2857142857142857,0,0,0,0,0,0.2857142857142857,0,-1,1
0.646667,0.544444,0.666667,0.887701,0.47058823529411764,0,0,0,0,0,0,0,-1,1
0.706667,0.788889,0.5,1,0.25,0,0.5,0.5,0,0,0.25,0,-1,1
0.596667,0.505556,0,0.154696,0.2857142857142857,0,0,0,0,0,0.2857142857142857,0,-1,1
0.563333,0.494444,0,0.292818,0.2857142857142857,0,0,0,0,0,0.2857142857142857,0,-1,1
0.566667,0.538889,0,0.367589,0.25,0,0,0,0,0,0,0,-1,1
0.48,0.411111,0,0.114625,0,0,0,0,0,0,0,0,-1,1
0.868485,0.955556,0,1,0.25,0,0,0,0.1978021978021978,0,0.25,0.25,-1,0
0.81697,0.761111,0.666667,0.38961,0.25,0,0,0,0.15384615384615385,0,0.25,0.25,1,0
0.844242,0.922222,0.666667,0.658683,0.25,0,0,0,0.15384615384615385,0,0.25,0.25,-1,0
0.601818,0.666667,0,0.159483,0.3157894736842105,0,0,0,0.2857142857142857,0,0,0.25,-1,0
0.540606,0.508333,0,0.24569,0.3,0,0,0,0,0,0,0,-1,0
0.668485,0.716667,0,0.232143,0.3157894736842105,0,0,0,0.2857142857142857,0,0,0.25,-1,0
0.777576,0.85,0,0.157895,0.25,0,0,0,0.2857142857142857,0,0,0.25,-1,0
0.966667,0.971429,0.285714,1,0,0,0,0,0,0,0,0,-1,0
0.8,0.8,0,0.893805,0,0,0,0,0,0,0,0,-1,0
0.825,0.707143,0.666667,0.522388,0,0,0,0,0,0,0,0,1,0
0.858333,0.707143,0.666667,0.59204,0,0,0,0,0,0,0,0,-1,0
0.8,0.685714,0,0.385965,0,0,0,0,0,0,0,0,-1,0
0.8,0.8,0,0.136646,0,0,0,0,0,0,0,0,-1,0
0.559524,0.479592,0,0,0,0,0,0,0,0,0,0,-1,0
0.825,0.678571,0,0.197605,0,0,0,0,0,0,0,0,-1,0
0.794444,0.852381,0.4,1,0.5,0,0,0,0,0,0,0,-1,0
0.705555,0.661905,1,0.536458,0.3333333333333333,0,0,0,0,0,0,0,1,0
0.705555,0.747619,0.666667,0.453125,0.3333333333333333,0,0,0,0,0,0,0,-1,0
0.705555,0.747619,0.5,0.317181,0.3333333333333333,0,0,0,0,0,0,0,-1,0
0.625556,0.702857,0.5,0.7875,0,0,0,0,0,0,0,0,-1,0
0.661111,0.738095,0.5,0,0.18181818181818182,0,0,0,0,0,0,0,-1,0
0.738889,0.747619,0.5,0.162879,0,0,0,0,0,0,0,0,-1,0
0.738889,0.747619,0.5,0.246212,0.3333333333333333,0,0,0,0,0,0,0,-1,0
0.993939,1,0,0.973545,0.4,0,0.6285714285714284,0.4,0.10533046170413246,0,0.35294117647058826,0.2857142857142857,-1,1
0.772222,0.6625,1,0.79085,0.4,0,1,1,0,0,0.4,0,-1,1
0.772222,0.6625,0.666667,0,0.4,0,1,1,0,0,0.4,0,-1,1
0.944444,0.8875,0.666667,0.423077,0.4,0,1,1,0.5,0.5,0,0.8571428571428571,1,1
0.738148,0.686944,0,0.157692,0.2631578947368421,0,0.5714285714285714,0,0.07894736842105263,0,0.35294117647058826,0.35294117647058826,-1,1
0.87037,0.790278,0,0.369231,0.35294117647058826,0,0.38095238095238093,0,0.08161708619374523,0,0.35294117647058826,0.35294117647058826,-1,1
1,0.95,0,0.542308,0.4,0,0.6285714285714284,0.4,0.10533046170413246,0,0.35294117647058826,0.2857142857142857,-1,1
0.858333,0.874074,0,1,0.4,0,0,0,0,0,0.4,0,-1,1
0.766667,0.82963,0,0.611765,0.11764705882352941,0,0,0,0,0,1.3333333333333333,0,-1,1
0.8125,0.722222,0,0.420635,0.4,0,0,0,0,0,0.4,0,-1,1
0.5625,0.492593,0,0.587302,0,0,0,0,0,0,0,0,1,1
0.758333,0.674074,0,0.277027,1,0,0,0,0,0,0,0,-1,1
1,1,0.857143,1,0.3333333333333333,0,0.24136321195144728,0.16666666666666666,0,0,0.3333333333333333,0.3333333333333333,1,0
0.8025,0.758333,0.8,0.294118,0.3333333333333333,0,0.5,0.5,0,0,0.3333333333333333,0.3333333333333333,-1,0
0.9375,0.913333,1,0,0.3333333333333333,0,0.5,0.5,0,0,0.3333333333333333,0.3333333333333333,-1,0
0.858333,0.736667,0.5,0.477941,0.3333333333333333,0,0.17647058823529413,0,0,0,0.3333333333333333,0.3333333333333333,-1,0
0.75,0.65,0,0.117647,0.2857142857142857,0,0,0,0,0,0,0,-1,0
0.828571,0.85,0,0.414634,0.42857142857142855,0,0,0,0,0,0,0,-1,1
0.685714,0.779167,0,0.479675,0.42857142857142855,0,0,0,0,0,0,0,-1,1
0.7,0.791667,0,0.276423,0.42857142857142855,0,0,0,0,0,0,0,-1,1
0.838571,0.916667,0,1,0.42857142857142855,0,0,0,0,0,0,0,-1,1
0.595238,0.522917,0,0.4,0.4,0,0,0,0,0,0,0,-1,1
0.842857,0.791667,1,0.394872,0.6666666666666666,0,0,0,0,0,0,0,1,1
0.561905,0.504167,0,0.282051,0.42857142857142855,0,0,0,0,0,0,0,-1,1
0.707143,0.666667,0,0.443182,0.4,0,0,0,0,0,0,0,-1,1
0.766667,0.6375,0,0.193548,0.42857142857142855,0,0,0,0,0,0,0,-1,1
0.633333,0.566667,0,0.177419,0.42857142857142855,0,0,0,0,0,0,0,-1,1
0.640476,0.572917,0,0.403226,0.5,0,0,0,0,0,0,0,-1,1
0.941667,1,0.285714,0.977273,0,0,0,0,0,0,0,0,-1,1
0.647917,0.521667,0,0.9375,0.4,0,0,0,0,0,0.4,0,-1,1
0.697917,0.641667,0,0.426087,0.4,0,0,0,0,0,0.4,0,-1,1
0.941667,0.953333,0.4,0.8,0,0,0,0,0,0,0,0,1,1
0.941667,1,0.285714,0,0,0,0,0,0,0,0,0,-1,1
0.829167,0.756667,0,0.172973,0.4,0,0,0,0,0,0.4,0,-1,1
0.670833,0.565,0,0,0,0,0,0,0,0,0,0,-1,1
0.670833,0.665,0,0.30102,0,0,0,0,0,0,0,0,-1,1
0.670833,0.741667,0,0.530612,0.2857142857142857,0,0,0,0,0,0,0,-1,1
0.820833,0.906667,0.333333,0.586735,0,0,0,0,0,0,0,0,-1,1
0.844444,0.861905,0,1,0.4,0,0,0,0,0,0,0,1,1
0.684444,0.65619,0,0.675439,0.4,0,0,0,0,0,0,0,-1,1
0.672222,0.633333,0,0.364641,0,0,0,0,0,0,0,0,-1,1
0.448889,0.384762,0,0.145631,0.2222222222222222,0,0,0,0,0,0,0,-1,1
0.628889,0.532619,0,0.296117,0.2,0,0,0,0,0,0,0,-1,1
0.875,0.888889,0,1,0.16666666666666666,0,0.6555555555555556,0.3333333333333333,0,0,1,0,-1,0
0.777917,0.78037,1,0.647727,0.631578947368421,0,0.08333333333333333,0,0,0,0.631578947368421,0,1,0
0.875,0.777778,0,0.615385,1,1,0.9,0.5,0,0,1,0,-1,0
0.68625,0.587778,1,0.950549,0.631578947368421,0,0.08333333333333333,0,0,0,0.631578947368421,0,-1,0
0.875,0.777778,0,0.262774,1,1,0.9,0.5,0,0,1,0,-1,0
0.8,0.757143,0,0.705556,0.35294117647058826,0,0,0,0.2875,0,0,0.3333333333333333,-1,0
0.883333,0.864286,0,0.694444,0.4,0,0.3333333333333333,0.3333333333333333,0.46153846153846156,0,0.5,0.4,-1,0
0.966667,0.971429,0.25,1,0.5,0,0.5,0.5,0.2583333333333333,0,0.4,0.4,1,0
0.443651,0.417143,0,0.414286,0.35294117647058826,0,0,0,0.2,0,0,0.35294117647058826,-1,0
0.597222,0.511905,0,0.342857,0.3333333333333333,0,0,0,0.375,0,0.3333333333333333,0.3333333333333333,-1,0
0.638889,0.542857,0,0.278075,0.5,0,0,0,0,0,0.5,0,-1,0
0.638889,0.542857,0,0.219251,0.5,0,0,0,0,0,0.5,0,-1,0
0.763889,0.735714,0,0.197861,0.5,0,0,0,0,0,0.5,0,-1,0
0.655556,0.561905,0,0.42246,0.5,0,0.5,0.5,0.25,0,0.5,0.4,-1,0
0.655556,0.561905,0,0.488636,0.5,0,0.5,0.5,0.25,0,0.5,0.4,-1,0
0.434127,0.393333,0,0.409091,0.2222222222222222,0,0.5,0.5,0,0,0.2222222222222222,0,-1,0
0.7,0.6,0,0,0.2222222222222222,0,0.6666666666666666,0.6666666666666666,0,0,0.4,0,-1,0
0.966667,0.914286,0.4,0.686869,0.2222222222222222,0,0.6666666666666666,0.6666666666666666,0,0,0.4,0,-1,0
0.816667,0.714286,0.666667,0.242424,0.4,0,0,0,0.26666666666666666,0,0.4,0.4,-1,0
0.538095,0.485714,0,0.540179,0.5882352941176471,0,0,0,0,0,0,0,-1,0
0.455556,0.390476,0,0.267857,0.25,0,0,0,0,0,0,0,-1,0
0.805556,0.690476,0.666667,0.3125,0.75,0,0,0,0,0,0,0,-1,0
0.816667,0.933333,0,1,0.4,0,0,0,0.46153846153846156,0,0,0.23529411764705882,-1,0
0.833333,0.851852,0,0.625,0.4,0,0,0,0.35416666666666663,0,0.4,0.4,-1,0
0.704167,0.653704,1,0.230769,0.23529411764705882,0,0,0,0.46153846153846156,0,0,0.23529411764705882,-1,0
0.791667,0.718518,0,0.147929,0.4,0,0,0,0.35416666666666663,0,0.4,0.4,-1,0
0.633333,0.577778,1,0.340278,0.4,0,0,0,0,0,0,0,-1,0
0.641667,0.585185,1,0.161458,0,0,0,0,0,0,0,0,-1,0
0.704167,0.653704,1,0.723958,0.2857142857142857,0,0,0,0.46153846153846156,0,0,0.23529411764705882,-1,0
0.758333,0.755556,1,0,0.25,0,0,0,0.46153846153846156,0,0,0.23529411764705882,-1,0
0.633333,0.577778,0,0.361233,0.21052631578947367,0,0,0,0,0,0,0,-1,0
0.438095,0.348677,0,0.344828,0.2857142857142857,0,0,0,0,0,0,0,-1,0
0.816667,0.740741,0,0.0749186,0.4,0,0.10526315789473684,0,0.3333333333333333,0,0.4,0.4,-1,0
1,1,0.666667,1,1,1,0.29411764705882354,0,0,0,1,0,1,1
0.783333,0.845238,0,0.976378,0.2,0,0.4444444444444444,0,0,0,0.2,0,-1,1
0.966667,0.828571,0,0.408867,1,1,0.29411764705882354,0,0,0,1,0,-1,1
0.608889,0.540476,0,0.415842,0.4,0,0.4444444444444444,0,0,0,0.4,0,-1,1
0.686667,0.607143,0.666667,0.643564,0.4,0,0.4444444444444444,0,0,0,0.4,0,-1,1
0.783333,0.671429,0.5,0.866337,0.4,0,0.4444444444444444,0,0,0,0.4,0,-1,1
0.729524,0.651429,0,0.117647,0.25,0,0,0,0,0,0,0,-1,1
0.966667,0.828571,0,0.156863,0.25,0,0,0,0,0,0,0,-1,1
0.966667,0.828571,0,0.20915,0.46153846153846156,0,0,0,0,0,0,0,-1,1
1,0.857143,1,0.352941,0.23529411764705882,0,0,0,0,0,0,0,-1,1
0.45,0.391156,0,0.176923,0.18181818181818182,0,0,0,0,0,0,0,-1,1
0.940741,0.946667,0,1,0.2,0,0.12222222222222222,0,0,0,1,0,-1,0
0.940741,0.826667,0,0.299213,1,1,0.13333333333333333,0,0,0,1,0,-1,0
0.940741,0.826667,0,0.519685,1,1,0.13333333333333333,0,0,0,1,0,1,0
0.911111,0.78,0,0.138393,0.5,0,0,0,0,0,0,0,-1,0
0.918518,0.806667,0,0.131818,1,1,0,0,0,0,0,0,-1,0
0.955556,0.961905,0,1,0.3333333333333333,0,0.20116959064327486,0,0,0,0.26666666666666666,0,-1,1
0.645741,0.556667,0,0.513158,0.2857142857142857,0,0.3164983164983165,0,0,0,0.2857142857142857,0,-1,1
0.749074,0.710317,0,0.592105,0.26666666666666666,0,0,0,0,0,0.26666666666666666,0,-1,1
0.85,0.719048,0,0.307692,0.2857142857142857,0,0.19999999999999998,0.16666666666666666,0,0,0.2857142857142857,0,-1,1
0.927778,0.861905,0.4,0.379487,0.2857142857142857,0,0.20350877192982456,0,0,0,0.2857142857142857,0,1,1
0.82963,0.780952,0,0.194872,0.26666666666666666,0,0.3161387631975867,0,0,0,0.35294117647058826,0,-1,1
0.802083,0.824074,0,1,0.2222222222222222,0,0,0,0,0,0.2222222222222222,0,1,1
0.58125,0.571111,0,0.302326,0.2222222222222222,0,0,0,0,0,0.2222222222222222,0,-1,1
0.745833,0.72963,0,0.58125,0,0,0,0,0.13333333333333333,0,0,0,-1,1
0.771667,0.685926,0,0.1375,0.7058823529411765,0,0,0,0,0,0.7058823529411765,0,-1,1
0.736667,0.774286,0,0.306452,0.3333333333333333,0,0.1,0,0.21052631578947367,0,0.3333333333333333,0.3333333333333333,-1,0
0.769444,0.802381,0.25,1,0.3333333333333333,0,0.5,0.5,0.7692307692307693,0,0.3333333333333333,0.3333333333333333,-1,0
0.769444,0.802381,0,0.198653,0.3333333333333333,0,0.5,0.5,0.7692307692307693,0,0.3333333333333333,0.3333333333333333,-1,0
0.769444,0.802381,0.333333,0.340067,0.3333333333333333,0,0.5,0.5,0.7692307692307693,0,0.3333333333333333,0.3333333333333333,-1,0
0.769444,0.802381,0.285714,0.377104,0.3333333333333333,0,0.5,0.5,0.7692307692307693,0,0.3333333333333333,0.3333333333333333,-1,0
0.769444,0.802381,0.25,0.215488,0.3333333333333333,0,0.5,0.5,0.7692307692307693,0,0.3333333333333333,0.3333333333333333,-1,0
0.669444,0.72619,0,0.198864,0.18181818181818182,0,0,0,0,0,0,0,-1,0
0.574603,0.5,0.666667,0.25625,0.625,0,0,0,0,0,0,0,-1,0
0.669444,0.72619,0.333333,0.4375,0.18181818181818182,0,0,0,0,0,0,0,-1,0
0.669444,0.72619,0.333333,0.2,0.625,0,0,0,0,0,0,0,-1,0
0.614626,0.644048,0,0.567164,0.2857142857142857,0,0,0,0,0,0,0,-1,0
0.711905,0.854167,0,1,0.4,0,0,0,0,0,0,0,-1,0
0.557483,0.535714,0,0,0.2857142857142857,0,0,0,0,0,0,0,-1,0
0.616667,0.7125,0,0.88961,0.4,0,0,0,0,0,0,0,-1,0
0.630952,0.7875,0,0.915584,0.4,0,0,0,0,0,0,0,-1,0
0.561905,0.616667,0,0,0.3333333333333333,0,0,0,0,0,0,0,1,0
0.768095,0.79697,0.666667,0.607477,0.35294117647058826,0,0.18181818181818182,0,0,0,0.35294117647058826,0,-1,1
1,1,1,1,1,1,0.5,0.5,0,0,0.5,0,1,1
0.88,0.8,0,0.306818,0.5,0,0,0,0,0,0.5,0,-1,1
0.708095,0.643723,0,0.144105,0.35294117647058826,0,0,0,0,0,0,0,-1,1
0.96,0.927273,1,0.174672,0.35294117647058826,0,0,0,0,0,0.5,0,-1,1
0.813333,0.897222,0,1,0.5,0,0,0,0.47478991596638653,0,0.5,0.5,-1,0
0.67,0.777778,0,0.5,0.2222222222222222,0,0.06666666666666667,0,0.46153846153846156,0,0.2857142857142857,0.2222222222222222,-1,0
0.813333,0.730556,0,0.410853,0.5,0,0,0,0.7142857142857143,0,0.5,0.5,-1,0
0.566667,0.472222,0,0.399225,0.5,0,0,0,0.23529411764705882,0,0.5,0.5,-1,0
0.684,0.592222,0,0.523256,0.5,0,0,0,0.23529411764705882,0,0.5,0.5,-1,0
0.544,0.456667,0,0.624031,0.2222222222222222,0,0,0,0.46153846153846156,0,0.2222222222222222,0.2222222222222222,-1,0
0.706667,0.611111,0,0.755814,0.5,0,0.09090909090909091,0,0,0,0.2857142857142857,0,-1,0
0.813333,0.722222,0,0.1875,0,0,0,0,0,0,0,0,-1,0
0.496667,0.413889,0,0,0.4,0,0,0,0,0,0,0,-1,0
0.911111,0.895238,0,1,0,0,1,1,0,0,0,0,1,0
0.65,0.557143,0,0,0.2857142857142857,0,1,1,0,0,0.2857142857142857,0,-1,0
0.704444,0.609524,0,0.557823,0.2857142857142857,0,1,1,0,0,0.2857142857142857,0,-1,0
0.768333,0.735714,0,0.789116,0.2857142857142857,0,1,1,0,0,0.2857142857142857,0,-1,0
0.726191,0.622449,0,0.226601,0,0,0,0,0,0,0,0,-1,0
0.9,0.916667,0,0.979167,0,0,0.1111111111111111,0,0,0,0,0,-1,1
1,1,0,0.840278,0.2222222222222222,0,0.22875816993464052,0,0,0,0.25,0,-1,1
0.9,0.85,0,0.246575,0,0,0.1111111111111111,0,0,0,0,0,-1,1
0.9,0.85,0,0.431507,0,0,0.1111111111111111,0,0,0,0,0,-1,1
0.98,0.833333,0,0.458904,1,1,1,1,0,0,1,0,1,1
