@relation semua_ver_30mei-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-R11-12-weka.filters.unsupervised.attribute.Remove-R7-9-weka.filters.unsupervised.attribute.Remove-R1

@attribute MongeElkanLemma numeric
@attribute simNER numeric
@attribute rasioPanjangKal numeric
@attribute simRoot numeric
@attribute simRootEksak numeric
@attribute simObjEksak numeric
@attribute label {1,-1}

@data
0.684849,1,0.520833,0,0,0,-1
0.936,0,1,0,0,0,-1
0.7,0,0.867925,0.285714,0,0,1
0.686667,0,0.248447,0,0,0,-1
0.556,0,0.335404,0.4,0,0,-1
0.466667,0,0.335329,0.555556,0,0,-1
0.29,0,0.407186,0.285714,0,0,-1
0.546667,0,0.1841,0.285714,0,0,-1
0.506667,0,0.478261,0.166667,0,0,-1
0.9125,0,1,0.285714,0,0,-1
0.5625,0,0.473485,0,0,0,-1
0.5625,0,0.594697,0,0,0,-1
0.8125,0,0.753788,0,0,0,1
0.8125,0,0.869823,0.285714,0,0,-1
0.475,0,0.839695,0,0,0,-1
0.525,0,0.946565,0,0,0,-1
0.525,0,0,0,0,0,-1
0.6375,0,0.385093,0.315789,0,0,-1
0.6375,0,0.124224,0.3,0,0,-1
0.69,0,0.133603,0.333333,0,0,-1
0.94,0.333333,1,0.666667,0,0,-1
0.56,0,0.08642,0.333333,0,0,-1
0.533333,0,0.08642,0.4,0,0,-1
0.634167,0,0.290123,0.4,0,0,-1
0.784167,0,0.252525,0.4,0,0,-1
0.583333,0,0.343434,0.5,0,0,-1
0.621429,0,0.868687,0,0,0,-1
0.706667,0.4,0.304147,0.666667,0,0,-1
0.9,0.333333,0.368664,0.666667,0,0,-1
0.573333,0,0.823232,0.5,0,0,-1
0.742,0,0.282927,0.2,0,0,-1
0.84,0,0.082927,0.235294,0,0,-1
0.9,0.666667,0.243902,0.125,0,0,1
0.825,0,0.438272,0.470588,0,0,-1
0.95,0,1,0.222222,0,0,-1
0.8,0.4,0.253521,0.222222,0,0,1
0.566667,0,0.169014,0,0,0,-1
0.566667,0,0.338028,0,0,0,-1
0.7,0,0.491979,0.555556,0,0,-1
0.479167,0,0.200935,0.090909,0,0,-1
0.95,0,1,0,0,0,-1
0.8625,0,0.556452,0.333333,0,0,-1
0.7,0,0.491935,0.444444,0,0,-1
0.338571,0,0.320856,0.285714,0,0,-1
0.683333,0,0.42246,0.285714,0,0,-1
0.6125,0,0.668449,0.333333,0,0,1
0.295238,0,0.298077,0,0,0,-1
0.65,0,0,0,0,0,-1
0.683333,0,0.397924,0,0,0,-1
0.683333,0,0.148789,0.285714,0,0,-1
0.377083,0,0,0,0,0,-1
0.944444,0,1,0,0,0,1
0.655556,0,0.420561,0.25,0,0,-1
0.648148,0,0.588785,1,1,0,-1
1,0.5,1,0.333333,0,0,-1
0.710476,0,0.623077,0.333333,0,0,-1
0.559048,0.5,0.47449,0.352941,0,0,-1
0.785714,0,0.693878,0.5,0,0,-1
0.857143,0,0.264706,0.5,0,0,1
0.433333,0,0.417647,0.705882,0,0,-1
0.413333,0,0.564706,0.705882,0,0,-1
0.942857,0.5,0,0.352941,0,0,-1
0.955556,0.571429,1,0.470588,0,0,1
0.772222,0,0.252475,0.285714,0,0,-1
0.544444,0.666667,0.887701,0.470588,0,0,-1
0.788889,0.5,1,0.25,0,0,-1
0.505556,0,0.154696,0.285714,0,0,-1
0.494444,0,0.292818,0.285714,0,0,-1
0.538889,0,0.367589,0.25,0,0,-1
0.411111,0,0.114625,0,0,0,-1
0.955556,0,1,0.25,0,0,-1
0.761111,0.666667,0.38961,0.25,0,0,1
0.922222,0.666667,0.658683,0.25,0,0,-1
0.666667,0,0.159483,0.315789,0,0,-1
0.508333,0,0.24569,0.3,0,0,-1
0.716667,0,0.232143,0.315789,0,0,-1
0.85,0,0.157895,0.25,0,0,-1
0.971429,0.285714,1,0,0,0,-1
0.8,0,0.893805,0,0,0,-1
0.707143,0.666667,0.522388,0,0,0,1
0.707143,0.666667,0.59204,0,0,0,-1
0.685714,0,0.385965,0,0,0,-1
0.8,0,0.136646,0,0,0,-1
0.479592,0,0,0,0,0,-1
0.678571,0,0.197605,0,0,0,-1
0.852381,0.4,1,0.5,0,0,-1
0.661905,1,0.536458,0.333333,0,0,1
0.747619,0.666667,0.453125,0.333333,0,0,-1
0.747619,0.5,0.317181,0.333333,0,0,-1
0.702857,0.5,0.7875,0,0,0,-1
0.738095,0.5,0,0.181818,0,0,-1
0.747619,0.5,0.162879,0,0,0,-1
0.747619,0.5,0.246212,0.333333,0,0,-1
1,0,0.973545,0.4,0,0,-1
0.6625,1,0.79085,0.4,0,0,-1
0.6625,0.666667,0,0.4,0,0,-1
0.8875,0.666667,0.423077,0.4,0,0.5,1
0.686944,0,0.157692,0.263158,0,0,-1
0.790278,0,0.369231,0.352941,0,0,-1
0.95,0,0.542308,0.4,0,0,-1
0.874074,0,1,0.4,0,0,-1
0.82963,0,0.611765,0.117647,0,0,-1
0.722222,0,0.420635,0.4,0,0,-1
0.492593,0,0.587302,0,0,0,1
0.674074,0,0.277027,1,0,0,-1
1,0.857143,1,0.333333,0,0,1
0.758333,0.8,0.294118,0.333333,0,0,-1
0.913333,1,0,0.333333,0,0,-1
0.736667,0.5,0.477941,0.333333,0,0,-1
0.65,0,0.117647,0.285714,0,0,-1
0.85,0,0.414634,0.428571,0,0,-1
0.779167,0,0.479675,0.428571,0,0,-1
0.791667,0,0.276423,0.428571,0,0,-1
0.916667,0,1,0.428571,0,0,-1
0.522917,0,0.4,0.4,0,0,-1
0.791667,1,0.394872,0.666667,0,0,1
0.504167,0,0.282051,0.428571,0,0,-1
0.666667,0,0.443182,0.4,0,0,-1
0.6375,0,0.193548,0.428571,0,0,-1
0.566667,0,0.177419,0.428571,0,0,-1
0.572917,0,0.403226,0.5,0,0,-1
1,0.285714,0.977273,0,0,0,-1
0.521667,0,0.9375,0.4,0,0,-1
0.641667,0,0.426087,0.4,0,0,-1
0.953333,0.4,0.8,0,0,0,1
1,0.285714,0,0,0,0,-1
0.756667,0,0.172973,0.4,0,0,-1
0.565,0,0,0,0,0,-1
0.665,0,0.30102,0,0,0,-1
0.741667,0,0.530612,0.285714,0,0,-1
0.906667,0.333333,0.586735,0,0,0,-1
0.861905,0,1,0.4,0,0,1
0.65619,0,0.675439,0.4,0,0,-1
0.633333,0,0.364641,0,0,0,-1
0.384762,0,0.145631,0.222222,0,0,-1
0.532619,0,0.296117,0.2,0,0,-1
0.888889,0,1,0.166667,0,0,-1
0.78037,1,0.647727,0.631579,0,0,1
0.777778,0,0.615385,1,1,0,-1
0.587778,1,0.950549,0.631579,0,0,-1
0.777778,0,0.262774,1,1,0,-1
0.757143,0,0.705556,0.352941,0,0,-1
0.864286,0,0.694444,0.4,0,0,-1
0.971429,0.25,1,0.5,0,0,1
0.417143,0,0.414286,0.352941,0,0,-1
0.511905,0,0.342857,0.333333,0,0,-1
0.542857,0,0.278075,0.5,0,0,-1
0.542857,0,0.219251,0.5,0,0,-1
0.735714,0,0.197861,0.5,0,0,-1
0.561905,0,0.42246,0.5,0,0,-1
0.561905,0,0.488636,0.5,0,0,-1
0.393333,0,0.409091,0.222222,0,0,-1
0.6,0,0,0.222222,0,0,-1
0.914286,0.4,0.686869,0.222222,0,0,-1
0.714286,0.666667,0.242424,0.4,0,0,-1
0.485714,0,0.540179,0.588235,0,0,-1
0.390476,0,0.267857,0.25,0,0,-1
0.690476,0.666667,0.3125,0.75,0,0,-1
0.933333,0,1,0.4,0,0,-1
0.851852,0,0.625,0.4,0,0,-1
0.653704,1,0.230769,0.235294,0,0,-1
0.718518,0,0.147929,0.4,0,0,-1
0.577778,1,0.340278,0.4,0,0,-1
0.585185,1,0.161458,0,0,0,-1
0.653704,1,0.723958,0.285714,0,0,-1
0.755556,1,0,0.25,0,0,-1
0.577778,0,0.361233,0.210526,0,0,-1
0.348677,0,0.344828,0.285714,0,0,-1
0.740741,0,0.074919,0.4,0,0,-1
1,0.666667,1,1,1,0,1
0.845238,0,0.976378,0.2,0,0,-1
0.828571,0,0.408867,1,1,0,-1
0.540476,0,0.415842,0.4,0,0,-1
0.607143,0.666667,0.643564,0.4,0,0,-1
0.671429,0.5,0.866337,0.4,0,0,-1
0.651429,0,0.117647,0.25,0,0,-1
0.828571,0,0.156863,0.25,0,0,-1
0.828571,0,0.20915,0.461538,0,0,-1
0.857143,1,0.352941,0.235294,0,0,-1
0.391156,0,0.176923,0.181818,0,0,-1
0.946667,0,1,0.2,0,0,-1
0.826667,0,0.299213,1,1,0,-1
0.826667,0,0.519685,1,1,0,1
0.78,0,0.138393,0.5,0,0,-1
0.806667,0,0.131818,1,1,0,-1
0.961905,0,1,0.333333,0,0,-1
0.556667,0,0.513158,0.285714,0,0,-1
0.710317,0,0.592105,0.266667,0,0,-1
0.719048,0,0.307692,0.285714,0,0,-1
0.861905,0.4,0.379487,0.285714,0,0,1
0.780952,0,0.194872,0.266667,0,0,-1
0.824074,0,1,0.222222,0,0,1
0.571111,0,0.302326,0.222222,0,0,-1
0.72963,0,0.58125,0,0,0,-1
0.685926,0,0.1375,0.705882,0,0,-1
0.774286,0,0.306452,0.333333,0,0,-1
0.802381,0.25,1,0.333333,0,0,-1
0.802381,0,0.198653,0.333333,0,0,-1
0.802381,0.333333,0.340067,0.333333,0,0,-1
0.802381,0.285714,0.377104,0.333333,0,0,-1
0.802381,0.25,0.215488,0.333333,0,0,-1
0.72619,0,0.198864,0.181818,0,0,-1
0.5,0.666667,0.25625,0.625,0,0,-1
0.72619,0.333333,0.4375,0.181818,0,0,-1
0.72619,0.333333,0.2,0.625,0,0,-1
0.644048,0,0.567164,0.285714,0,0,-1
0.854167,0,1,0.4,0,0,-1
0.535714,0,0,0.285714,0,0,-1
0.7125,0,0.88961,0.4,0,0,-1
0.7875,0,0.915584,0.4,0,0,-1
0.616667,0,0,0.333333,0,0,1
0.79697,0.666667,0.607477,0.352941,0,0,-1
1,1,1,1,1,0,1
0.8,0,0.306818,0.5,0,0,-1
0.643723,0,0.144105,0.352941,0,0,-1
0.927273,1,0.174672,0.352941,0,0,-1
0.897222,0,1,0.5,0,0,-1
0.777778,0,0.5,0.222222,0,0,-1
0.730556,0,0.410853,0.5,0,0,-1
0.472222,0,0.399225,0.5,0,0,-1
0.592222,0,0.523256,0.5,0,0,-1
0.456667,0,0.624031,0.222222,0,0,-1
0.611111,0,0.755814,0.5,0,0,-1
0.722222,0,0.1875,0,0,0,-1
0.413889,0,0,0.4,0,0,-1
0.895238,0,1,0,0,0,1
0.557143,0,0,0.285714,0,0,-1
0.609524,0,0.557823,0.285714,0,0,-1
0.735714,0,0.789116,0.285714,0,0,-1
0.622449,0,0.226601,0,0,0,-1
0.916667,0,0.979167,0,0,0,-1
1,0,0.840278,0.222222,0,0,-1
0.85,0,0.246575,0,0,0,-1
0.85,0,0.431507,0,0,0,-1
0.833333,0,0.458904,1,1,0,1
0.488889,0,0.266129,0.380952,0,0,-1
0.588889,0,0.483871,0.2,0,0,-1
0.733333,0,0.246269,0.470588,0,0,-1
0.833333,0,0.380597,0.25,0,0,-1
0.963636,0,0.969543,0.571429,0,0,-1
0.701212,0,0.221122,0.571429,0,0,-1
0.890909,0,0.240924,0.571429,0,0,1
0.890909,0,0.762376,0.571429,0,0,-1
0.927273,0,0.79538,0.571429,0,0,-1
0.590909,0,0.251969,0.266667,0,0,-1
0.631515,0,0.377953,0,0,0,-1
0.836364,0,0.392857,0.266667,0,0,-1
0.957576,0.4,1,0.285714,0,0,1
0.860606,0.5,0.85,0.571429,0,0,-1
0.668182,0.666667,0.503448,0.571429,0,0,-1
0.501515,0,0,0.125,0,0,-1
0.634848,0,0.368421,0.3,0,0,-1
0.665152,0,0.138158,0.6,0,0,-1
0.4,0,0.125,0.375,0,0,-1
1,0,0.971429,1,1,0,-1
0.875,0,0.419847,1,1,0,-1
0.875,0,0.442748,1,1,0,-1
0.875,0,0.496183,1,1,0,-1
0.783333,0,0.085106,0.3,0,0,-1
0.966667,0,0.620155,0,0,0,-1
0.9,0,1,0,0,0,-1
0.766667,0,0.234234,0,0,0,-1
0.8,0,0.297297,0,0,0,-1
0.833333,0,0,0,0,0,-1
0.833333,0,0.254902,0,0,0,-1
0.7,0,0,0,0,0,-1
0.533333,0,0.472813,0,0,0,-1
0.6,0,0.194444,0,0,0,-1
0.703333,0,0.229299,0,0,0,-1
0.827381,0,0.706667,0.4,0,0,1
0.827381,0,1,0.461538,0,0,-1
0.822222,0,0.98,0.333333,0,0,-1
0.633333,0,0.596685,0.4,0,0,-1
0.660714,0,0.160221,0.4,0,0,-1
0.660714,0,0.581081,0.461538,0,0,-1
0.760714,0,0.736486,0.461538,0,0,-1
0.627381,0,0.454545,0.4,0,0,-1
0.575,0,0,0.333333,0,0,-1
0.491667,0,0.427861,0.333333,0,0,-1
0.566667,0,0.701493,0.4,0,0,-1
0.611111,0,0.199005,0.4,0,0,-1
0.566667,0,0.136364,0.461538,0,0,-1
0.627381,0,0.214286,0.4,0,0,-1
0.660714,0,0.220779,0.461538,0,0,-1
0.566667,0,0.318182,0.230769,0,0,-1
0.566667,0,0.219355,0.230769,0,0,-1
0.83125,0,1,0.4,0,0,-1
0.8625,0,0.636771,0.285714,0,0,1
0.589583,0,0.22,0.4,0,0,-1
0.59375,0,0.15,0.428571,0,0,-1
0.76875,0,0.2,0.428571,0,0,-1
0.65,0,0.345,0.4,0,0,-1
0.502083,0,0.174757,0.461538,0,0,-1
0.65,0,0.223301,0.375,0,0,-1
0.830159,0,0.974359,0.75,0,0,1
0.663492,0,0.346667,0.75,0,0,-1
0.561111,0,0.281879,0.5,0,0,-1
0.539683,0,0.161074,0.470588,0,0,-1
0.594603,0,0.295302,0.75,0,0,-1
0.769577,0,0.612613,0.375,0,0,1
0.725132,0,1,0.4,0,0,-1
0.496296,0,0.714286,0.777778,0,0,-1
0.606614,0,0.777778,0.333333,0,0,-1
0.606614,0,0.769841,0.333333,0,0,-1
1,0,1,0.2,0,0,-1
0.933333,0,0.432749,0.090909,0,0,1
1,0,0.652174,1,1,0,-1
0.925,0,1,0.352941,0,0,-1
0.638889,0,0.281457,1,1,0,1
0.638889,0,0.47351,1,1,0,-1
0.758333,0,0.804636,0.352941,0,0,-1
0.758333,0,1,0.352941,0,0,-1
0.758333,0,0.361446,0.352941,0,0,-1
0.472222,0,0.772414,0.181818,0,0,-1
0.7,0,0.270833,0.285714,0,0,-1
0.730556,0,0.375,0.222222,0,0,-1
0.7,0,0.1875,0.375,0,0,-1
0.940741,0,1,0.666667,0,0,-1
0.688889,0,0.466667,0.2,0,0,-1
0.851852,0,0.4,0.375,0,0,-1
0.896296,0,0.466667,0.375,0,0,-1
0.640741,0,0.351145,0.444444,0,0,-1
0.762963,0,0.15102,0.5,0,0,-1
0.662963,0,0.228571,0.176471,0,0,-1
0.896296,0,0.297959,0.2,0,0,-1
0.94,0,1,0.333333,0,0,1
0.812381,0,0,0.333333,0,0,-1
0.856667,0,0.65035,0.333333,0,0,-1
0.663333,0,0.321678,0,0,0,-1
0.7,0,0.263514,0,0,0,-1
0.615714,0,0.726562,0.2,0,0,-1
0.718333,0,1,0.333333,0,0,-1
0.596667,0,0,0,0,0,-1
0.944444,0,1,0.086957,0,0,1
0.82963,0,0.790123,0,0,0,-1
0.862963,0.5,0.58642,0,0,0,-1
0.607407,0,0.246914,0,0,0,-1
0.653704,0,0.528889,0.086957,0,0,-1
0.675926,0,0.315556,0.086957,0,0,-1
0.742593,0,0.386831,0.086957,0,0,-1
0.816667,0,0.427984,0.086957,0,0,-1
0.816667,0,0.769547,0.086957,0,0,-1
0.711111,0,0.320988,0,0,0,-1
0.718518,0,0.127572,0,0,0,-1
0.607407,0,0.307292,0,0,0,-1
0.674074,0,0.286458,0,0,0,-1
0.718518,0,0.442708,0,0,0,-1
0.496296,0,0.190476,0,0,0,-1
0.592593,0,0.265823,0.105263,0,0,-1
0.659259,0,0.101695,0.222222,0,0,-1
0.885185,0,0.186441,0.222222,0,0,-1
0.562963,0,0.210169,0.105263,0,0,-1
0.762963,0.666667,0.091525,0.176471,0,0,-1
0.757381,0,0.969072,0,0,0,1
0.761429,0,0.731959,0.166667,0,0,-1
0.601191,0,0.609626,0.25,0,0,-1
0.601191,0,0.151111,0.25,0,0,-1
0.629762,0,0.206667,0.25,0,0,-1
0.716905,0,0.24,0,0,0,-1
0.716905,0,0.186667,0,0,0,-1
0.72881,0,0.153333,0.25,0,0,-1
0.72881,0,0.194093,0.045455,0,0,-1
0.638095,0.666667,0.248945,0.166667,0,0,-1
0.61381,0,0.248945,0.1875,0,0,-1
0.61381,0,0.278481,0.1875,0,0,-1
0.649524,0,0.400844,0.1875,0,0,-1
0.558333,0,0.656,0.1875,0,0,-1
0.535714,0,0.76,0.090909,0,0,-1
0.898148,0,1,0.4,0,0,-1
0.977778,0,0.904255,0.4,0,0,-1
0.755556,0,0.129032,0.4,0,0,-1
0.711111,0,0.271889,0.5,0,0,-1
0.475926,0,0.336406,0,0,0,-1
0.785185,0,0.271386,0,0,0,-1
0.6,0,0.214724,0,0,0,-1
0.677778,0,0.10299,0.421053,0,0,-1
0.681481,0,0.17608,0.222222,0,0,-1
0.981818,0.857143,0.985836,0.428571,0,0,-1
0.633333,0,0.325581,0,0,0,-1
0.366667,0,0.166667,0,0,0,-1
0.663636,0,0.248062,0,0,0,-1
0.427879,0,0.217666,0,0,0,-1
0.578788,0,0.280757,0,0,0,-1
0.584632,0.5,0.176471,0.352941,0,0,-1
0.8,0.8,0.751131,0.2,0,0,1
0.535152,0,0.823529,0.315789,0,0,-1
0.334849,0,0.145695,0.352941,0,0,-1
0.706061,0,0.294702,0.352941,0,0,-1
0.760606,0,0.476821,0.352941,0,0,-1
0.760606,0,0.152318,0,0,0,-1
0.772727,0,0.182119,0.333333,0,0,-1
0.981818,0.857143,0.175497,0.428571,0,0,-1
1,0.333333,1,0.4,0,0,-1
0.833333,0,0.267797,0.4,0,0,-1
0.683333,0,0.355932,0.4,0,0,-1
0.745833,1,0.444068,0,0,0,-1
0.85,0.5,0.586441,0.4,0,0,-1
0.575,0,0.708475,0.333333,0,0,-1
0.65,0,0.360902,0.333333,0,0,-1
0.683333,0,0.631579,0.5,0,0,-1
0.85,0.666667,0,0,0,0,1
0.545833,0,0.353383,0,0,0,-1
0.875,0.4,0.081928,0.4,0,0,-1
0.778333,0,1,0.3,0,0,-1
0.44927,0,0.37963,0.375,0,0,-1
0.46127,0,0.194444,0.333333,0,0,-1
0.460444,0,0.296296,0.333333,0,0,-1
0.55,0,0.37037,0,0,0,-1
0.442603,0,0.482014,0.210526,0,0,-1
0.446889,0,0.136691,0.142857,0,0,-1
0.981818,0.4,1,1,1,0,1
0.784848,0,0.9375,0.333333,0,0,-1
0.786364,0,0.975,0.4,0,0,-1
0.709091,0.5,0.167702,1,1,0,-1
0.654545,0,0.229814,0.235294,0,0,-1
0.786364,0,0.068323,0.4,0,0,-1
0.518182,0.5,0,0.166667,0,0,-1
0.686364,0,0.112971,0.1,0,0,-1
0.695455,0,0.1841,0.266667,0,0,-1
0.817037,0,1,0,0,0,-1
0.620741,0,0.582418,0,0,0,-1
0.517037,0,0.796703,0.153846,0,0,-1
0.672593,0,0.155738,0.117647,0,0,-1
0.9,0,1,0,0,0,1
0.756667,0,0.971154,0,0,0,-1
0.75,0,0.290698,0,0,0,-1
0.569167,0,0.47093,0.47619,0,0,-1
0.631667,0,0.220736,0,0,0,-1
0.65,0,0.566524,0.190476,0,0,-1
0.8,0.5,0.478261,0.4,0,0,-1
0.843889,0.4,1,0.266667,0,0,-1
0.45,0,0.462541,0,0,0,-1
0.502778,0,0.449511,0.4,0,0,-1
0.541667,0,0,0.571429,0,0,-1
0.58,0.666667,0.679245,0.266667,0,0,-1
0.966667,0,1,0.333333,0,0,-1
1,0,0.962162,0.315789,0,0.5,-1
0.8,0,1,0.333333,0,0,-1
0.489048,0,0,0,0,0,-1
0.489048,0,0.255435,0,0,0,-1
0.733333,0,0.146739,1,1,1,1
0.644444,0,0.363636,0.315789,0,0,-1
0.866667,0,0.287879,0.315789,0,0,-1
0.933333,0,0.507576,0.315789,0,0,-1
0.933333,0,0.295455,0.25,0,0,-1
0.655556,0,0.18,0.25,0,0,-1
0.471429,0,0.211111,0.25,0,0,-1
0.611111,0,0,0,0,0,-1
0.577778,0,0.092827,0.444444,0,0,-1
0.712698,0,0.227848,0.105263,0,0,-1
0.9,0,0.194093,0.190476,0,0,-1
0.933333,0,0.109005,0.25,0,0,-1
1,0.666667,0.883212,0,0,0,1
0.625,0,1,0.25,0,0,-1
0.825,0.666667,0.08,0,0,0,-1
0.483333,0,0.09,0.25,0,0,-1
0.304167,0,0.182663,0,0,0,-1
0.29625,0,0.210526,0,0,0,-1
0.420833,0,0.136223,0,0,0,-1
0.425,0,0.557276,0,0,0,-1
0.966667,0,1,1,1,0,1
0.9,0,0.243243,1,1,0,-1
0.9,0,0.287162,1,1,0,-1
0.456667,0,0.398773,0,0,0,-1
1,0.4,1,0.571429,0,0,-1
0.875,1,0.290323,1,1,0,1
0.7625,0.666667,0.327957,0,0,0,-1
0.7525,0,0.136842,1,1,0,-1
0.641667,0,0.073684,0.5,0,0,-1
0,0,0.552632,0.5,0.5,0,-1
0,0,0.973684,0.117647,0,0,1
0,0,0.486957,0.2,0,0,-1
0,0,0.373913,0.117647,0,0,-1
0,0,0.427027,0.117647,0,0,-1
0,0,0.416216,0.117647,0,0,-1
0,0,0.232673,0.5,0.5,0,-1
0,0,0.29703,0.1,0,0,-1
0,0,1,0,0,0,-1
0,0,0.900763,0.571429,0,0,-1
0,0,0.583942,0.285714,0,0,-1
0,0,0,0.285714,0,0,-1
0,0,0.443709,0.4,0,0,-1
0,0,0.280757,0.571429,0,0,-1
0,0,0.185606,0.285714,0,0,-1
0,0,0,0.375,0,0,-1
0,0.333333,1,0.142857,0,0,-1
0,0,0.094118,0.142857,0,0,-1
0,0,0.288235,0.142857,0,0,-1
0,0,0.382353,0.142857,0,0,-1
0,0.5,0.096552,0.5,0.5,0,1
0,0,0.134483,0.2,0,0,-1
0,0,1,0.285714,0,0,-1
0,0,0.733813,0.5,0,0,1
0,0,0.863309,0.285714,0,0,-1
0,0,0.474576,0.285714,0,0,-1
0,0,0.105085,0.166667,0,0,-1
0,0,0.294915,0.428571,0,0,-1
0,0,1,0,0,0,-1
0,0,0.421053,0,0,0,-1
0,0,0.403509,0,0,0,-1
0,0,0.192982,0,0,0,-1
0,0,0.409357,0,0,0,-1
0,0,0.631579,0,0,0,1
0,0,0.14433,0,0,0,-1
0,0,0.094203,0,0,0,-1
0,0,0,0,0,0,-1
0,0,0.387681,0,0,0,-1
0,0,0.141304,0,0,0,-1
0,0.444444,1,0.4,0,0,-1
0,0.5,0.580645,0.4,0,0,1
0,0.4,0.37788,0.333333,0,0,-1
0,0,0.64977,0.294118,0,0,-1
0,0,0.201133,0.588235,0,0,-1
0,0,1,0.2,0,0,-1
0,0,1,0.2,0,0,-1
0,0,1,0.888889,0,0,-1
0,0,1,0.888889,0,0,-1
0,0,0.150754,0.888889,0,0,-1
0,0,0.205128,0.5,0,0,-1
0,0,0.364103,0.4,0,0,-1
0,0,0.082051,0.222222,0,0,-1
0,0,0.2,0.4,0,0,-1
0,0,1,0.333333,0,0,-1
0,0.285714,0.171806,0.25,0,0,-1
0,0,0.189427,0.25,0,0,-1
0,0,0.634361,0.444444,0,0,-1
0,0,0.85022,0.444444,0,0,-1
0,0,0.283582,0.444444,0,0,1
0,0,0.587065,0.444444,0,0,-1
0,0,0.208955,0.444444,0,0,-1
0,0,0,0.333333,0,0,-1
0,0,0,0.3,0,0,-1
0,0,0.073579,0.333333,0,0,-1
0,0,0.217391,0.333333,0,0,-1
0,0,0.961039,0.076923,0,0,1
0,0.2,0,0.076923,0,0,-1
0,0,0.431034,0.076923,0,0,-1
0,0,0.469512,0.076923,0,0,-1
0,0,0.615854,0.076923,0,0,-1
0,0,0.77439,0.076923,0,0,-1
0,0,0.156352,0.076923,0,0,-1
0,0.4,1,0.3,0,0,1
0,0,0.248848,0.315789,0,0,-1
0,0,0.304147,0.315789,0,0,-1
0,0,0.35023,0.315789,0,0,-1
0,0,0.121339,0.333333,0,0,-1
0,0,0.674699,0.3,0,0,-1
0,0,0.349398,0.315789,0,0,-1
0,0,0,0.315789,0,0,-1
0,0,0.8,0,0,0,-1
0,0,1,0.428571,0,0,-1
0,0,0.340426,0.428571,0,0,-1
0,0,0.585034,0.666667,0,0,-1
0,0,0.911565,0.428571,0,0,-1
0,0,0,0,0,0,-1
0,0,0.5,0,0,0,-1
0,0,0.689922,0.666667,0,0,-1
0,0,0.79845,0.25,0,0,-1
0,0,0.205882,0.285714,0,0,-1
0,0,0.420168,0,0,0,-1
0,0,1,1,0,0,1
0,0,0.510989,1,0,0,-1
0,0,0.336449,0.25,0,0,-1
0,0,0.682243,0.142857,0,0,-1
0,0,0.452128,0.333333,0,0,-1
0,0.666667,1,0.4,0,0.111111,-1
0,0,0.345622,0.375,0,0,-1
0,0.666667,0.345622,0.4,0,0,-1
0,0,0.35023,1,1,0,-1
